topic,category,question,answer,keywords,timestamp
Professor Evaluation Spreadsheet,Academic,بمشاركة الاخ @966501567448 ، تم انشاء ملف مخصص لتقييمات الدكاترة في كلية الكهرباء لتسهيل اختيارهم من قبل الطلاب وعدم تكرار الاسئلة المعتادة، ويمكنكم الاطلاع على الملف عبر الرابط الآتي: https://docs.google.com/spreadsheets/d/1sXm5mR7vFzNre5BWaGC2A4ndA31-xnBaldQ8LGYLlP4/edit?usp=sharing,السلام عليكم ياشباب اولاً وللتوضيح الملف الذي تم ارساله ليس له اي علاقه بالاتحاد لا من قريب ولا من بعيد ثانياً يشكروا الشباب على جهودهم سواءً كان التصرف صحيح او خطأ ثالثاً هذا الملف الفكره منه للتسهيل للطالب باختيار الدكتور حسب اراء الجميع غالباً وهذا مو معناه تقييم يحدد مصير الدكتور بالاول والاخير هي مجرد اراء طلاب فيما بينهم مثلها مثل ارسال صورة الدكتور او اسمه والسؤال عنه في القروب والغرض من الملف لعدم تكرار السوال على نفس الدكتور ونتمنى ينتهي النقاش والاحترام لاراء بعض وكلنا هنا لنفيد بعض مو عشان نتهجم على بعض وكل شخص اعطى رأيه وعلى الجميع احترام اراء بعض والله الموفق,"['professor evaluation', 'spreadsheet', 'electrical engineering', 'student feedback']",2023-10-10
Lab Preparation,Academic,هل كل الابات فيها prelab ؟,لا مو شرط ايش اللاب اللي عليك,"['lab', 'prelab', '3rd year lab', 'basic control']",2023-10-14
Professor Recommendation,Academic,اي دكتور من دون ممتاز لل communication principle,هذي دكتورة ممتازة جدًا اخذت معها EMT و Signal شرح، تضبط بدرجات، تعامل، طيبة جدًا… لكن سكشنها في Communication Principles فل ما تقبل احد الحين..,"['communication principle', 'professor recommendation', 'EMT', 'Signal']",2023-10-15
Engineering Management Professor,Academic,Engineering management,"Zaid ما يسوي كلاسات ولو بيسوي اونلاين ولا يهتم للحضور ولا يشغلك ولا كانه المادة معك بس سلم الاسايمنت على الوقت المحدد .. و سكشنه كله ياخذ A, A+","['engineering management', 'professor', 'Zaid', 'online classes']",2023-10-15
Course Registration and Lecturer Information,Academic,شباب كيف اعرف اسماء دكاترة الماث مش موجودين في الرابط؟,اتبع الطريقة هذي,"['دكاترة الماث', 'الروابط', 'اسماء الدكاترة']",2023-10-15
Course Section Availability,Academic,شباب في احد بده ينزل introduction to entrepreneurship ؟,فيه دكتورة كويسة سكشنها فاضي. Section 17 May be will be closed as there is just one student. So please don’t take risk. Need to be more than 5.,"['introduction to entrepreneurship', 'سكشن', 'دكتورة']",2023-10-15
Lecturer Feedback,Academic,شباب رأيكم في Dr. Nurul Adilla Mohd Subha كويسة و لا لا,هذي درستني دفرنشل ايام الاونلاين. صراحة ما كانت تسوي محاضرات ابدًا لانها منزله شرح كله على يوتيوب. و بخصوص تصحيح كانت صراحة مرة كويسة تساعد والله و هي دكتورة طيبة اصلا.,"['Dr. Nurul Adilla Mohd Subha', 'تقييم', 'دكتورة']",2023-10-17
Survey for Capstone Project,Academic,شباب بالله محتاج ٥ اشخاص يملو الفورم للcapstone,https://forms.gle/r4QZ92MW2wo3QzUo8,"['capstone', 'survey', 'فورم']",2023-10-17
Academic Office Hours,Academic,الاكاديمك الاوفيس شغالين لحذا الساعه كم اليوم 3 or 5 العصر ؟,3,"['الاكاديمك الاوفيس', 'ساعات العمل']",2023-10-19
Course Material Request,Academic,ياشباب حد عنده سلايدات او شرح لمادة photovoltaic and Wind Energy Systems,,"['photovoltaic and Wind Energy Systems', 'سلايدات', 'شرح']",2023-10-22
