topic,category,question,answer,keywords,timestamp
Master's Degree Opportunity,Academic,هل هناك فرص دراسية ماجستير متاحة؟,فرصة دراسية ماجستير نظام بحث في جامعة UITM في High voltage. Allowance: RM2000/month. No cover tuition fees. المهتم يتواصل مع الدكتور (علي سالم) على الرقم 0060185734853.,"['ماجستير', 'فرصة دراسية', 'UITM']",2023-09-23
Payment of Foundation Fees,Academic,كيف أسدد رسوم الفاونديشن؟,تختار category 18 Undergraduate tuition fees. بعد ذلك اختار الخيار UTM 0439.,"['رسوم', 'فاونديشن', 'سداد']",2023-09-26
Start Date for Bridging Course,Academic,متى يبدأ برنامج BRIDGING؟,نفس الوقت الذي نبدأ فيه، الذي هو ٨ اكتوبر.,"['BRIDGING', 'بداية', 'أكتوبر']",2023-09-26
Academic Calendar Inquiry,Academic,ممكن calendar تبع السنة القادمة؟,تمت مشاركة الأكاديمية مطبوع على ملف PDF.,"['تقويم أكاديمي', 'سنة قادمة']",2023-09-26
Duration of Break Between Semesters,Academic,الاجازه بين السمسترين كم مدتها؟,أربع أسابيع.,"['إجازة', 'سمستر', 'مدة']",2023-09-27
Rental of Bicycles,Student Life,أحد يعرف مكان تأجير دراجات؟,في واحد في سنتر UTM.,"['تأجير دراجات', 'سنتر UTM']",2023-09-28
Visa Requirement for Yemenis,Visa/Immigration,هل ما زال اليمنيين يدخلو ماليزيا بدون فيزا؟,نعم، فيزا عند الوصول مدتها ٩٠ يوم.,"['اليمنيين', 'ماليزيا', 'تأشيرة']",2023-09-30
Visa Upon Arrival for Students,Visa/Immigration,كم رسومها؟,بدون، الموظف يختم لك ع طول.,"['visa', 'arrival', 'fee', 'student']",2023-09-30
Visa Fee Details,Visa/Immigration,ماهي الفيزا التي عليها رسوم؟,الي عليها رسوم، هي SEV الي يختموها على جوازات الطلاب الجدد، السياحية مجانية.,"['visa', 'SEV', 'fee', 'tourist']",2023-09-30
Passport Renewal Fees,Visa/Immigration,كم رسوم تجديد الجواز هنا؟,اذا كان في الجواز قد دخل مده ال ١٢ شهر ف السعر بيكون ١٥٠ رنقت للطالب فقط. واذا كان فيه أكثر من ١٢ شهر تقريبا بيكون كأنه اصدار بدل تالف وبتكون الرسوم تقريبا ٢٧٠ رنقت.,"['passport', 'renewal', 'fee', 'student']",2023-09-30
Visa Renewal Duration,Visa/Immigration,عادي اجدد فيزتي حق ثلاث سنين الحين؟,للأسف لازم كل سنه.,"['visa', 'renewal', 'duration', 'student']",2023-09-30
