topic,category,question,answer,keywords,timestamp
JPJ Hours Inquiry,Other,كيف اعرف اذا ال JPJ. فاتحين اليوم ؟,اجازة، بكرا فاتحين ان شاء الله,"['JPJ', 'opening hours']",2023-01-23
Registration for New Students,Academic,كيف اعرف إذا وقت التسجيل للطلاب الجدد؟,فترة التسجيل للطلاب الجدد: هو الوقت اللي تجي فيه كطالب جديد لادارة القبول والتسجيل وتقدم لهم اوراقك الاصليه واللي من ضمنها مؤهل اللغه.,"['registration', 'new students']",2023-01-23
University Insurance Coverage,Student Life,تأمين الجامعه يشمل خلع ضروس ولا ؟,مدير ال UTMI قال لي مو يشمل الا الحوادث وحمى الضنك.,"['university insurance', 'dental']",2023-01-24
Tuition Payment Deadlines,Academic,هل اليوم اخر يوم او بكره؟,بكرة,"['tuition', 'deadline']",2023-01-25
Car Rental in Johor,Student Life,مين يعرف أحد يأجر سيارات في جوهور ..؟,شوف ابو جنى @60189470820,"['car rental', 'Johor']",2023-01-25
Embassy Email Addresses,Visa/Immigration,احد معاه ايميل السفارة ؟,info@yemenembassy.my and consular@yemenembassy.my,"['embassy', 'email', 'Yemen']",2023-01-26
Previous Exam Questions for Bridging Test,Academic,في احد عنده نماذج اسئله لاختبار البريدجنق,https://studentppi.utmspace.edu.my/?page_id=3345,"['bridging test', 'exam questions', 'UTM']",2023-01-26
Transit Visa for Flights through Kuwait,Visa/Immigration,اللي سافر السعودية وكان معه ترانزيت في الكويت هل يطلبوا منك فيزا ولا لا؟,ماحتاج فيزا,"['transit', 'visa', 'Kuwait']",2023-01-27
Transit Visa when Traveling through Sri Lanka,Visa/Immigration,هل يحتاج فيزه لو في حد سافر عبر سريلانكا ترانزيت ؟,تأخذ فيزه من مطار كولومبو ب ٣٠ دولار,"['Sri Lanka', 'transit visa']",2023-01-27
Update Passport Information in University System,Academic,كيف اجدد معلومات جوازي بموقع الجامعه لانه محفوظ بجوازي القديم,انصحك تروح لل utmi الدور الثاني وتكلمهم بمشكلتك بيحلوها لك ان شاء الله,"['passport update', 'university']",2023-01-29
Holding Luggage While Traveling,Visa/Immigration,إذا حد مسافر وين يحط أغراضه لما يرجع، هل في مكان في الجامعه,نعم فيه مكان ف kdoj تروح للافيس وتقولهم معاك اغراض,"['luggage', 'hotel', 'university']",2023-01-29
Transit Visa Requirements for Singapore,Visa/Immigration,شباب احد سافر ترانزيت عبر سنغافوره هل يحتاج فيزة ترانزيت عبور ؟,No require visa if no proceeding with immigration clearance or collect luggage.,"['Singapore', 'transit visa']",2023-01-30
Lost Matric Card Replacement,Student Life,وين المكتب أو المبنى الي اقدر اطلع منه ماترك كارد جديد لأنه حقي الاول ضاع؟,من مكتب وراء البندهاري,"['matric card', 'replacement', 'UTM']",2023-01-31
Lost Matric Card Replacement,Student Life,وين المكتب أو المبنى الي اقدر اطلع منه ماترك كارد جديد لأنه حقي الاول ضاع؟,من مكتب وراء البندهاري,"['matric card', 'replacement', 'location']",2023-01-31
Visa Requirement for Self Transfer,Visa/Immigration,اذا عملت self transfer من Kochi في الهند الى Dubai هل احتاج فيزة؟,اذا في تغيير خطوط يعني تحتاج تخرج من المطار وتستلم الشنط تبعك وترجع تسلمهم للخطوط الأخرى. بالتالي تحتاج فيزا ترانزيت.,"['self transfer', 'visa', 'Kochi', 'Dubai']",2023-01-31
Transit Visa Application Process,Visa/Immigration,اذا ماعندك فيزا ترانزيت وباقي على رحلتك اكثر من ٥ ايام، اشي اقدر اسوي؟,تقدر تقدم عليها اونلاين من اقرب سفارة هندية في البلد الي انت فيه.,"['transit visa', 'application', 'online', 'India']",2023-01-31
Contacting Indian Embassy for Transit Visa,Visa/Immigration,هل لازم اروح لكوالا لتقديم على الفيزا؟,اتصل على السفارة الهندية في كوالا واسالهم عن متطلبات فيزا ترانزيت.,"['Indian Embassy', 'transit visa', 'Kuala Lumpur']",2023-01-31
