topic,category,question,answer,keywords,timestamp
Questions about Visa Appointment,Visa/Immigration,واخذ موعد مع الهجره الماليزيه عشان كاسر فيزا ؟ كم بتاخذ وقت,شوف UTMi وخليك متابع معهم يومياً,"['الهجرة الماليزية', 'تأشيرة', 'موعد']",2023-08-16
Deadline for UTM Applications,Academic,احد يعرف متى ينتهي موعد التقديم على UTMKL للطلاب الجدد ؟,لا توجد إجابة محددة، تحتاج للتواصل مع إدارة الجامعة.,"['موعد التقديم', 'UTMKL', 'طلاب جدد']",2023-08-17
Deferment of Semester,Academic,هل ممكن اني افعل deferment للسمستر القادم وقد سجلت للمواد مسبقاً؟,انت الان تعتبر ما سجلت... غالبا تقدر تعمل و الله يعينك.,"['deferment', 'السمستر', 'تسجيل المواد']",2023-08-19
Tuition Payment Methods,Academic,انا فالسعوديه اش افضل طريقه ادفع لي جامعه لي السنه التحضيريه اجيب معاي كاش ولا احول لهم من سعوديه ولا ايش افضل طريقه؟,ادفع اون لاين افضل.,"['دفع الرسوم', 'السنة التحضيرية', 'طرق الدفع']",2023-08-21
Visa Extension Payment Process,Visa/Immigration,كيف اسدد رسوم تجديد الفيزا حق part A ؟,Make payment at the following link: https://ecommercev2.utm.my/index.php,"['تجديد الفيزا', 'تسديد الرسوم']",2023-08-22
Opening a Bank Account in Kuala Lumpur,Student Life,هل ممكن أفتح حساب بنكي في كوالالمبور وأنا طالب في جوهور ؟,فتحت انا....عاد مدري الحين.,"['فتح حساب بنكي', 'كوالالمبور', 'طالب']",2023-08-23
Opening a Bank Account in Kuala Lumpur,Visa/Immigration,هل ممكن أفتح حساب بنكي في كوالالمبور وأنا طالب في جوهور ؟,تقدر تفتح مايبنك فرع تون امينه جوهور فيه شباب ضبطت معهم.,"['فتح حساب بنكي', 'كوالالمبور', 'طالب']",2023-08-23
Bank Card Activation in Saudi Arabia,Other,هل في احد قد استخدم بطاقة بنك معاملات في السعودية، سحب نقدي، سداد؟,دق عالبنك اسالهم اذا يقدرو يفعلوها بالسعودية بس لحالها كذا ما بتشتغل.,"['بنك', 'معاملات', 'سحب نقدي', 'سداد']",2023-08-23
Visa Renewal Requirements,Visa/Immigration,كيف اجدد الفيزا من موقع الجامعة؟,موقع تجديد حق utm international.,"['تجديد الفيزا', 'جامعة', 'موقع']",2023-08-24
IELTS Preparation Resources,Academic,هل في مواقع أو روابط من أجل التحضير لل IELTS؟,https://ieltsonlinetests.com/,"['IELTS', 'تحضير', 'مواقع']",2023-08-27
Dental Insurance Coverage,Student Life,هل التامين الصحي يغطي مشاكل الاسنان المرضيه؟,بس انصحك تشوف عيادة الجامعه للأسف غير مجانية، لكنها تعتبر جيدة جداً وفعالة.,"['التأمين الصحي', 'مشاكل الأسنان', 'عيادة']",2023-08-28
FYP in Summer Semester,Academic,هل في حد اخذ fyp في الصيف؟,ما يمديك تاخذه يمديك بس تكمله.,"['FYP', 'صيف', 'دراسة']",2023-08-28
