topic,category,question,answer,keywords,timestamp
Universities Offering Master in AI,Academic,هل في احد يعرف اذا في جامعات في ماليزيا عندها ماستر في الذكاء الاصطناعي؟,أبحث عن برامج أونلاين متعلقة بالميديا أو التسويق.,"[""master's degree"", 'artificial intelligence', 'universities in Malaysia', 'online courses']",2023-03-14
Bus Travel from Kuala Lumpur to Johor,Other,بلنسبة للجاين من كوالا لجوهور بلباص، هل في حد معين للوزن؟,لا.,"['bus travel', 'Kuala Lumpur', 'Johor']",2023-03-14
Travel to TBS from Kuala Lumpur Airport,Other,كيف أروح إلى الTBS من مطار كوالا؟,في باصات تنقل بين TBS وكوالا، يمكنك الحجز من محطة الباصات في المطار.,"['TBS', 'Kuala Lumpur Airport', 'bus', 'travel']",2023-03-14
Online Course Registration Period,Academic,What is the online insert/delete period for course registration?,"The online insert/delete period is from March 19 to March 30, 2023.","['online registration', 'course registration', 'insert', 'delete', 'March 2023']",2023-03-19
Finding IC Number,Student Life,Where can I find my IC number?,You can find your IC number in your MyUTM portal under 'Profile'.,"['IC number', 'MyUTM', 'profile']",2023-03-15
Course Registration Procedure,Academic,"After completing foundation, do I need to register for courses or just pick up my matric card?","You do not need to register for courses; they will be assigned based on your study plan. However, check with the college office for sections.","['foundation', 'course registration', 'matric card']",2023-03-16
Modifying Course Registration,Academic,How can I modify my course registration?,"You can modify your course registration during the drop/add period from March 19 to March 23, 2023, without a penalty. After that, modifications will incur a fee.","['course registration', 'modify', 'drop/add period']",2023-03-19
Obtaining Transcript,Academic,How do I obtain my transcript?,You can obtain your transcript by filling out an online form at [this link](http://academic.utm.my/transcript/index.asp) and paying a fee of around 20 RM. It will take about 7-10 days to receive it.,"['transcript', 'academic', 'form', 'UTM']",2023-03-17
Procedure for Document Verification,Academic,What are the procedures for verifying my master's degree certificates?,"You need to visit the Ministry of Higher Education in Putrajaya, followed by the Ministry of Foreign Affairs, and then the cultural attaché at the Yemeni embassy.","['document verification', ""master's degree"", 'procedure']",2023-03-17
Bus Schedule Inquiry,Student Life,Where can I find the bus schedule for the campus?,"You can find the bus schedule for the campus at the link shared for the bridging program, or ask the students for the latest updates.","['bus schedule', 'campus', 'bridging program']",2023-03-17
Bus Schedule Inquiry,Student Life,هل في باص يمر الساعة ٨:٣٠ بال KLG ولا فقط الساعة ٨:٠٠ ؟,هذا الجدول,"['bus', 'KLG', 'schedule']",2023-03-19
Course Registration Inquiry,Academic,سؤال عن طريقة تسجيل المواد الجامعية ومعرفة مواعيد الكلاسات؟,روح مكتب الكليه وبيعطوك كل التفاصيل.,"['course registration', 'class schedule']",2023-03-19
Registration Deadlines,Academic,متى آخر يوم لتسجيل في السمستر هذا؟ ومتى تبدأ الدراسة؟,على حسب ما سمعت اظن يوم ٧ ابريل. الدراسه بدات من اليوم.,"['registration', 'semester', 'academic calendar']",2023-03-19
English Course Format,Academic,مادة الاكسل حضوري او اونلاين ؟,الفصل الماضي كانت اونلاين. بس يمكن الوضع تغير، تأكد منها قبل ما تسجل.,"['Excel', 'course format']",2023-03-19
BigPay Wallet Recharging,Student Life,شباب احد عنده طريقة لشحن محفظة الbigpay ببطاقة سعودية؟,لازم بطاقة تكون credit card لو البطاقة debit card ما بيقبل.,"['BigPay', 'recharge', 'credit card']",2023-03-19
Transporting a Bike,Student Life,ايش الطريقة للي عنده بايك ف كوالالمبور و يبغى يجيبه ل جوهور، هل في شركات نقل ؟,تقدر تشحنه عن طريق Poslaju او GDeX او KTMD.,"['transport', 'bike', 'shipping']",2023-03-20
Vehicle Sticker Requirements,Student Life,هل ال vehicle sticker الزامي تقدم عليه وايش فايدته؟,ليس الزامي ولكن أفضل للعبور من بوابات الجامعة بكل سهولة.,"['vehicle sticker', 'university access']",2023-03-20
Vehicle Sticker Requirement,Student Life,هل ال vehicle sticker الزامي تقدم عليه وايش فايدته؟,ليس الزامي ولكن أفضل للعبور من بوابات الجامعة بكل سهولة.,"['vehicle sticker', 'requirement', 'university access']",2023-03-20
Class Materials and Attendance,Academic,هل لازم نحضر الحقيبة من أول يوم؟,الأفضل. إذا تحتاجها شيلها. حط فيها دفتر وقلم عشان النوتس.,"['attendance', 'class materials', 'first day']",2023-03-20
Public Holiday Query,Other,هل يوم 23 public holiday؟,يب (Sultan of Johor's birthday).,"['public holiday', 'Sultan of Johor']",2023-03-21
Housing Rental Information,Student Life,هل ابحصل من غرفتين في شقه واحدة؟,تحصل فالجاردن.,"['housing', 'shifting', 'rental']",2023-03-21
Bank Account Opening Process,Visa/Immigration,كيف أقدر أسوي بطاقة بنك؟,تاخذ ورقة من UTM international للبنك اللي تبيه بعدها تروح للبنك وتعامل على فتح حساب.,"['bank account', 'UTM', 'documentation']",2023-03-22
Immigration Blacklist Issue,Visa/Immigration,هل الجامعه تقدر تعمل حل إذا الاتحاد أعطى ختم بلاك ليست لطالب سنه ثالثة؟,للاسف، آخر الامل هم السفارة، الملحقية الثقافية.,"['blacklist', 'immigration', 'university support']",2023-03-22
Rental Room Queries,Student Life,هل ممكن أحصل شقة غرفة single مع مطبخ في مكان زين وكم أسعارهن للي عنده خلفية؟,,"['rental', 'housing', 'room']",2023-03-21
Registration Payment Options for International Students,Visa/Immigration,Can I pay half of the required registration amount due to a delay in sending money?,"You can try to contact them directly at the SRAD (Student Recruitment & Admission Section, Academic Management Division). Their phone number is 019-706 1748 and here's the link to their location: https://maps.app.goo.gl/dzQEkPZaoSvYVVxC8?g_st=ic. Explain that your funds are currently in Yemen and that transferring money is challenging, emphasizing the urgency of the matter regarding your visa.","['registration', 'payment', 'international students', 'SRAD', 'Yemen']",2023-03-23
Deadline for Modifying Courses,Academic,What is the last date to modify courses?,"You can modify your courses without penalty until March 30. After that, you can still make modifications, but you will incur a penalty from April 2 to 6.","['course modification', 'deadline', 'penalty', 'March 30']",2023-03-23
Language Proficiency Requirements for University Admission,Academic,Is it necessary to pass an English test like IELTS after completing ELS courses to enter the university?,"Yes, generally students must obtain a required level in an English proficiency test such as IELTS or TOEFL even after completing the ELS courses. New regulations might now require taking tests like Linguaskill as a requirement for admission based on recent changes.","['IELTS', 'ELS', 'English proficiency', 'university admission', 'Linguaskill']",2023-03-24
English Language Institute Admission,Academic,"If I finish level 108 in ELS, can I enter the university directly without taking the IELTS?","Yes, if you successfully complete level 108, you can typically enter the university without the need to take the IELTS. However, this can depend on the specific programs and any new regulations from the university.","['level 108', 'university admission', 'no IELTS']",2023-03-24
Accessing University Wi-Fi for New Students,Student Life,How can I connect to the university Wi-Fi?,"You need to use your UTM account to log in. If you don't have an account yet, you should create one. For account creation assistance, you can visit the Student Portal.","['university Wi-Fi', 'account creation', 'UTM']",2023-03-24
Language Institute for Intermediate Students,Academic,هل في معهد انجليزي لطالب متوسطة ؟,اغلب معاهد اللغه في كوالالمبور تدرس جميع الاعمار ابتداءً من سن الخمس سنوات.,"['معهد انجليزي', 'طلبة متوسط', 'كوالالمبور']",2023-03-24
Summer Course Registration and Requirements,Academic,كيف التقديم على الصيفي؟,على حسب علمي تكلم مكتب الكلية ، لازم اول شيء تكون المادة فيها ١٥ شخص اقل شيء. اذا مش موجودين تقدر تجمعهم وتبلغ المكتب ويفتحوا لكم المادة.,"['صيفي', 'التقديم', 'مكتب الكلية']",2023-03-24
Foundation and Course Requirements,Academic,هل يمكنني اجتياز الفونديشن بدون دراسة؟,انتبه، فيه عندك اختبارات نصفية قبل الفاينل و فيه اشياء ممكن تفوتك، النظام مش بالبساطة هذي. الفاونديشن ترم دراسة كامل وليس مجرد اختبار.,"['الفونديشن', 'اختبارات', 'دراسة']",2023-03-24
Foundation Course Testing Options,Academic,هل يمكن دراسة الفونديشن ووجود اختبار لانقويق سكيل؟,اختبار ال Foundation Exemption تقدر تدخله وتعديه ولكن بيتطلب منك مجهود عالي. الموضوع يعتمد على خلفية الدراسة اللي عندك ومدى فهمك للمادة.,"['Foundation Exemption', 'اختبار', 'لانقويق سكيل']",2023-03-24
Student Visa for Language Institute,Visa/Immigration,ابغا اجي ادرس معهد، هل يمكنني الحصول على فيزا طالب لمدة سنة؟,فيزتك بتكون كطالب جامعة UTM ولازم توفر مؤهل اللغة بحسب متطلبات الجامعة. اذا درست في معهد الجامعة يمكنك التقديم وفقاً لمتطلبات الجامعة.,"['فيزا طالب', 'معهد', 'UTM']",2023-03-28
Testing for Foundation Course,Academic,هل يمكنني اجتياز الفاونديشن باختبار سهل اونلاين؟,ممكن تختبره اونلاين، ولكن تحقق من متطلبات الجامعة. الاشتراطات تختلف، ولا يفضل الاعتماد فقط على الاختبار دون دراسة.,"['فاونديشن', 'اختبار اونلاين', 'دراسة']",2023-03-28
Changes in ELS and University Enrollment System,Visa/Immigration,هل رجعت الجامعة مثل نظام أول بعد التحديثات في معهد ELS؟,مع تعديلات.,"['ELS', 'university', 'التحاق', 'نظام']",2023-03-28
ATM Locations for RHB Bank,Student Life,أين أقرب ATM لبنك RHB لل deposit؟,داخل مول الآيون الدور الأرضي مقابل صب واي. أو خلف الآيون في محطة.,"['ATM', 'RHB', 'جامعة', 'إيداع']",2023-03-29
Requirements for Opening a Bank Account at RHB,Visa/Immigration,ما هي متطلبات فتح حساب بنكي في RHB؟,1. Approval letter from emgs. 2. Letter from utm. Link: https://docs.google.com/forms/d/e/1FAIpQLSec5ZHcR2f0LmStwRsOspp8dx1nz0Uv8MPoRPlTR1pEaOkd7A/viewform 3. Malaysia hand phone bill or any proof of your number. 4. Original passport. 5. Copy of passport (details page only). 6. Copy of your visa. 7. Copy of your matric card. 8. If renting a house: copy of rental agreement or payment receipt. If renting a room: copy of electricity or water bill. 9. Bank statement of your father or sponsor. 10. Deposit RM1000 (can withdraw after 2 days). Send all documents to Madam Tiang Shee Hoon on WhatsApp: +60 16-768 8260.,"['فتح حساب', 'متطلبات', 'RHB', 'جامعة']",2023-03-29
Insurance Coverage in Hospitals,Student Life,هل هناك مستشفى جيد يمكنني الذهاب إليه؟,يمكنك الذهاب إلى مستشفيات KPJ ومستشفيات Colombia. التأمين شغال في أغلب المستشفيات ولكن تأكد من تغطيته.,"['مستشفى', 'تأمين', 'خدمات طبية']",2023-03-31
UTM Merit Activities,Academic,ما هي فائدة UTM Merit؟,تنضاف لك كأنشطة في ملفك الجامعي ويجب أن يكون لديك عدة أنشطة بجانب الدراسة.,"['UTM Merit', 'أنشطة', 'ملف أكاديمي']",2023-03-30
