topic,category,question,answer,keywords,timestamp
Road Tax and Insurance Inquiry,Other,كيف اجدد road tax و تأمين البايك؟,تقدر تسويها في Pos Laju أو تستوي اونلاين كمان.,"['road tax', 'insurance', 'renewal process']",2023-02-20
Latest Date for IELTS Submission,Academic,محتاج اعرف متي اخر موعد اسلم فيه شهاده الايلتس للجامعة عشان ادخل الفاونديشن؟,٢ مارس. فيه مرونه احياناً تقدر تجيبها بعد التاريخ هذا باسبوع.,"['IELTS', 'submission deadline', 'foundation']",2023-02-20
Accommodation and Student Living Inquiry,Student Life,هل في حد عنده غرفة للايجار في الجاردن؟,,"['room for rent', 'student accommodation', 'garden area']",2023-02-16
Foundation Building Location,Academic,في أحد يعرف وين مبنى الفاونديشن؟,T06 مقابل المكتبه الجديده و utm space,"['foundation building', 'location', 'UTM']",2023-02-21
Health Insurance Query,Academic,ممكن تشرحوا لي ايش فايده التأمين الصحي عندما اروح المستشفى واسوي فحوصات او اي شئ هل ادفع فلوس او التأمين يتكفل بها او انا عليا جزء والتأمين جزء وكم يكون بال 100%,موضوع التامين شوية معقد. راجع الموقع حقهم و بتقرا كل التفاصيل ع حسب نوع التامين. فيه بعضهم تروح تدفع بعدين تسوي مطالبة و بعضهم لازم تتنوم في المستشفى و كذا. برسلك الرابط https://visa.educationmalaysia.gov.my/guidelines/insurance-new.html,"['health insurance', 'hospital', 'cost', 'details']",2023-02-23
Baggage Allowance Inquiry,Other,هل الطيران السعوديه دائما تسمح لك تشل شنطه صغيره (ابو ٧ كيلو ) ولا على حسب التذكره الي حجزتها,الشنطه الصغيره دائماً موجوده فالخطوط السعوديه الي يتغير الشنط الثانيه. اغلب الشباب الي يحجزون على السعوديه محسوب لهم شنطتين كل شنطه 23كيلو غير شنطة السبعه كيلو الي معك.,"['Saudi Airlines', 'baggage allowance', 'travel']",2023-02-24
Car Rental Inquiry,Other,مين يعرف فين مكان ايجار سيارات وايش يطلبو؟,بالنسبة لتأجير السيارات معك تطبيق socar يطلبوا رخصه دوليه تقريباً. في برضه أشخاص ثانيين يأجروا سيارات يطلبوا الرخصة وبعضهم مايطلبوا.,"['car rental', 'location', 'requirements']",2023-02-23
Event Registration,Academic,الي سجل طلاب في الجامعة عن طريق student get student يتواصل معي في الخاص عندي إستفسار بسيط وشكرا مقدماً,,"['student registration', 'university', 'inquiry']",2023-02-25
Bus Schedule Inquiry,Academic,السلام عليكم، ممكن ي شباب جدول الباصات اللي من الKLG,الجدول كامل تم ارساله.,"['bus schedule', 'KLG']",2023-02-26
Student Registration Inquiry,Other,كيف يمكنني التواصل مع طلاب آخرين قاموا بالتسجيل في الجامعة عن طريق 'student get student'؟,تواصل معي في الخاص عندي إستفسار بسيط وشكرا مقدماً.,"['registration', 'student get student', 'inquiry']",2023-02-25
Bus Schedule Information,Student Life,ممكن ي شباب جدول الباصات اللي من الKLG؟,هذا الجدول كامل: JADUAL BAS KAMPUS SEM 1 SESI 20222023.pdf.,"['bus schedule', 'KLG', 'semester 1']",2023-02-26
Visa Cancellation Inquiry,Visa/Immigration,هل إذا جيت اكنسل الفيزا، لازم اسلم الجواز؟,لست متأكد، لكن قد يكون من المفيد التواصل مع الجهة المختصة بخصوص ذلك.,"['visa cancellation', 'passport']",2023-02-27
Payment Status and Grades,Academic,الي ما دفع الرسوم كيف ممكن يعرف الدرجات؟,الدراجات تعتمد على الدكتور المتعلق بالمواد، يمكنك التحقق عبر Slip Grad list.,"['payment', 'grades', 'academic status']",2023-02-28
