topic,category,question,answer,keywords,timestamp
Course Registration Assistance,Academic,الآن ياشباب ، ايش نحتاج نسوي ،نروح الاكدميك اوفيس والا نكلم الادفايزر ، ؟!,"Dear all, For those who still did not register courses, please try to register today and tomorrow if you face a problem, please check with FKM academic office and UTM digital","['course registration', 'academic office', 'advisor']",2023-03-16
Course Registration Issue,Academic,شباب هو التسجيل بدء؟,ايه من امس,"['course registration', 'start date']",2023-03-16
Heat Course Feedback,Academic,احد اخذ معه heat,ذا اخذت معه لاب واحد بس ثيرمو وكان جدا طيب، بس عاد شرح ودرجات مدري,"['heat course', 'lab', 'lecturer feedback']",2023-03-16
Design Course Feedback,Academic,احد اخذ معهم ديزاين,هذي كويسه بالدرجات وطيبه,"['design course', 'lecturer feedback', 'grades']",2023-03-16
Course Registration Problem,Academic,انا واحد منهم بس ما اقدر اسجل,نعم فتح وكان معلق كل المواد كان يقول فل سكشن بس فتح بعدها اعتقد في الظهر وسجلت تقريبا نصف المواد الي ابغى اسجلها وفجأه قفل ف قلت يمكن يفتح الليله وما فتح الين الحين,"['course registration', 'system issue', 'sections']",2023-03-16
Course Registration Assistance,Academic,انا دلوقتي مكنتش مسجل مواد خالص وبحاول اسجل النهاردة ومفيش حاجة نافعة يعتبر يعني الadvisor قالي اكلم الاوفيس اكلمهم ايميل ولا ابعتلهم؟,كلمه الاوفيس يشوفون ولا يردون مافيه فايده منهم حاول تراسلهم ع ايميلهم,"['course registration', 'advisor', 'academic office']",2023-03-16
Online Registration System Issue,Academic,"For information, for online registration subject/amendment, the system has a problem today. Academic Management Division (Amacs) currently under maintenance. Students can always try to make registration/amendment from time to time.",Sorry for the inconvenience caused. Thank you.,"['online registration', 'Amacs', 'maintenance', 'subject amendment']",2023-03-19
Lab Safety Course Registration,Academic,"ATTENTION TO THOSE WHO WILL USE LAB FACILITIES IN FKM (CALLED AS “LAB USERS”). -LAB USERS: UNDERGRAD AND POSTGRAD STUDENTS, FINAL YEAR PROJECT STUDENTS, RESEARCHERS, LECTURERS, VISITORS Awareness on safety and health is very important before using the lab facilities. Hence, you are required to ‘attend’ safety pass course in e-learning and take a test before entering the lab. You need to self-study by completing watching videos within 5 days. You can choose the date suggested in the google form.","Registration for safety pass course in e-learning can be done through this link: https://docs.google.com/forms/d/e/1FAIpQLSevqlkHEQ-ZClJfkeRQHnh1Tmb7veESNIank3Qqd9TstSYFkg/viewform Detail information can be obtained in the safety pass website: https://mech.utm.my/safety-pass-fme/ You will get an email from the coordinator to confirm that your name has been enrolled in the elearning. If you don’t get any email within 5 days before your test, please send an email to rozlina@utm.my Thank You Regards, Rozlina Md Sirat FKM Safety Pass Coordinator 0137887801","['lab safety', 'e-learning', 'safety pass', 'FKM', 'registration']",2023-03-19
Academic Office Hours,Academic,حد يعرف اوقات الاacademic office,من الصباح الى ١٢:٣٠ تقريباً بعدين من ٢ الى ٤:٣٠,"['academic office', 'hours', 'timing']",2023-03-19
Mechanical Engineering Office Location,Academic,شباب معلش الاوفيس بتاع ميكانيكا فين؟,E07 الطابق الرابع الباب الي على اليسار https://maps.app.goo.gl/3JVZp7EAxMrviUw27?g_st=iw,"['mechanical engineering', 'office location', 'E07']",2023-03-19
Vibration Course Resources,Academic,بالنسبه الفايبريشن,هنا شروحات دكتور يونس افضل دكتور درس ماده الفايبريشن https://www.youtube.com/watch?v=MgRaTd765vg&feature=emb_title https://www.youtube.com/watch?v=ldH47qWdi9Y&feature=emb_title https://www.youtube.com/watch?v=MWWkIzDN0AA&feature=emb_title https://www.youtube.com/watch?v=HNuaJrOc1V0&feature=emb_title https://youtu.be/wi9iPamoj1U YOUTUBE LINK OF MY LECTURE RECORDED BY TAN KOK YAN 18.20.2020 - 28.1.2021.pdf • 2 pages document omitted https://youtu.be/OIHv1hqru4Y https://youtu.be/JW5Gr-bW25M https://youtu.be/IrwccNdj9aQ https://youtu.be/I46BqJL74uo اما باقي الروابط محاضرات من دكتور ثاني بس للامانه استفدت منه في كم حاجه خاصةً تيست ٢ الطلاب الي لسى ما اخذوا الماده يحفظوا الملف هذا,"['vibration', 'course resources', 'Dr. Yunus', 'YouTube links']",2023-03-19
Course Registration Amendment,Academic,شباب حد عنده الفورم حق اذا عشان ادخل سكشن بالسالب ؟,COURSE-REGISTRATION-AMENDMENT-FORM.pdf • 1 page document omitted الي يبغى يروح لسيكشن فل,"['course registration', 'amendment form', 'section transfer']",2023-03-19
Course Registration and Amendment,Academic,شباب إذا واحد يشتي يسجل ١٩ credit كيف الطريقه؟,الذي اعرفه انه في فورم لازم تعبيه وتوقعه من الادفايزر,"['credit', 'registration', 'form', 'advisor']",2023-03-20
Course Registration and Amendment,Academic,ي شباب لو اسوي سبمت الان لل amendment هل اقدر ازيد اضيف واعدل مواد فيما بعد؟,خليك على المضمون و غير كل شي قبل السبمت,"['amendment', 'submit', 'course registration']",2023-03-20
Course Registration and Amendment,Academic,شباب هل في احد سوا submit?,الادفايزر يقلي سوي لانه مايطلع عنده فالسستم,"['submit', 'advisor', 'system']",2023-03-20
Course Registration and Amendment,Academic,شباب إذا عملت الفورم حق الامدمنت فين ارفعه ولا اروح الكليه,"Assalamualaikum and Greetings Students For the FULL SECTION course, please fill in the Amendment Form with the signature of the ACADEMIC ADVISOR and LECTURER who taught the course. Completed Amendment form please upload at the Google Form Link: https://forms.gle/sHxSAzi4gxjpwTZR7 Amendment Form : https://amd.utm.my/files/2020/07/Borang-Pembetulan-Kursus.pdf","['amendment form', 'upload', 'google form', 'advisor']",2023-03-21
Elective Course Selection,Academic,شباب ب النسبه للمواد ال elective تبع اقراء وغيرها ايش أفضل ماده واحد ياخذها؟؟؟,انصحك بiqra,"['elective', 'iqra', 'course selection']",2023-03-20
Elective Course Selection,Academic,ي جماعه اذا احد اخذ ال Fluid power system ايش وضعها,برضو كويسه انا اخذتها,"['fluid power system', 'elective', 'course review']",2023-03-20
Elective Course Selection,Academic,احل ي اخوان في اي اقتراحات ايش اخد مادة اليكتيف,شف وش باقي متوفر اصلاً لان اظن كلها فل واذا باقي متوفر في facility design and industrial system simulation and robotic خذ فيهم,"['elective', 'facility design', 'industrial system simulation', 'robotic']",2023-03-20
Course Information and Materials,Academic,ي شباب الفرنسي حد معاه ال Course information?,للاسف ماعندي هذي المادة نفسكم,"['french', 'course information', 'materials']",2023-03-20
Course Information and Materials,Academic,شباب حد معاه الكورس انفو ميكاترونكس؟,,"['mechatronics', 'course info']",2023-03-21
Lecturer and Course Review,Academic,احد اخذ معاها Statistics,مره جيده تعامل ودرجات وطيبه شرح يعني لك عليه شوي بس كلشيء موجود يوتيوب,"['statistics', 'lecturer review', 'course review']",2023-03-20
Lecturer and Course Review,Academic,احد اخذ هذا السميستر leadership UHMT2012,,"['leadership', 'UHMT2012', 'course review']",2023-03-20
Lecturer and Course Review,Academic,احد عنده ارقام هذول الدكاترة,,"['lecturer', 'contact numbers']",2023-03-20
Lecturer and Course Review,Academic,ايش المواد الموجودة معك؟,Industrial simulation Facility design متوفره*,"['courses', 'industrial simulation', 'facility design']",2023-03-20
Lecturer and Course Review,Academic,اي معلومات عن هذول ؟,كويس,"['lecturer review', 'information']",2023-03-20
Lecturer and Course Review,Academic,واحد يعرفهم,هذااا اسطوووووورررة,"['lecturer review', 'information']",2023-03-19
Lecturer and Course Review,Academic,كيف وضعهم شباب,اخذت داينمكس معاه زماااان كان كويس صراحه محترم واخلاق ومايدقق بس شرح فاشل,"['lecturer review', 'dynamics', 'teaching quality']",2023-03-19
Lecturer and Course Review,Academic,واحد ما شافه الا مرتين و التصحيح لك عليه,نصيحه خذ عند جمال الدين مهما كان الماده عباره عن ٣٠٪؜ تيست ١ ٣٠٪؜ تيست ٢ ٤٠٪؜ مشروع,"['lecturer review', 'course structure', 'tests', 'project']",2023-03-19
Lecturer and Course Review,Academic,هذا افضلهم,هذا اشرد منه,"['lecturer review', 'best lecturer']",2023-03-19
Lecturer and Course Review,Academic,اي واحد افضل,,"['lecturer review', 'best lecturer']",2023-03-19
Lecturer and Course Review,Academic,كيف وضعه,هذا عميد الكلية ي غالي 😂,"['lecturer review', 'dean']",2023-03-20
Lecturer and Course Review,Academic,لقبه اطول من اسمه ذات نفسه,يب,"['lecturer review', 'title']",2023-03-20
Lecturer and Course Review,Academic,اشرد منه عبدالرحمن اخذ معه و كان يشتكي منه,فوق ذا كله هو مش دكتور 😅,"['lecturer review', 'complaints']",2023-03-20
Lecturer and Course Review,Academic,حتى انا اخذت معه شديد جدا الدكتور,في الأخير اخذت معه درجه حلوه بس اهم شي تتبع الي يقوله بالحرف,"['lecturer review', 'strict', 'grades']",2023-03-20
Lecturer and Course Review,Academic,هذه اعتقد افضل السيئين ، كان شرحها طويل ونص نص ، تعاملها طيب والدرجات تعطيك حقك بالملي,,"['lecturer review', 'teaching quality', 'grades']",2023-03-20
Lecturer and Course Review,Academic,اذهب,اخوي اهرب*,"['lecturer review', 'advice']",2023-03-19
Lecturer and Course Review,Academic,فؤاد الفين كيلو😂,فؤاد لو يدرسك انقل utm كوالا افضل 😂,"['lecturer review', 'advice']",2023-03-19
Lecturer and Course Review,Academic,اعوذ بالله الله يبعدنا عنهم😂,,"['lecturer review', 'advice']",2023-03-19
Lecturer and Course Review,Academic,واحد يعرفهم,هذااا اسطوووووورررة,"['lecturer review', 'information']",2023-03-19
Lecturer and Course Review,Academic,كيف وضعهم شباب,اخذت داينمكس معاه زماااان كان كويس صراحه محترم واخلاق ومايدقق بس شرح فاشل,"['lecturer review', 'dynamics', 'teaching quality']",2023-03-19
Lecturer and Course Review,Academic,واحد ما شافه الا مرتين و التصحيح لك عليه,نصيحه خذ عند جمال الدين مهما كان الماده عباره عن ٣٠٪؜ تيست ١ ٣٠٪؜ تيست ٢ ٤٠٪؜ مشروع,"['lecturer review', 'course structure', 'tests', 'project']",2023-03-19
Lecturer and Course Review,Academic,هذا افضلهم,هذا اشرد منه,"['lecturer review', 'best lecturer']",2023-03-19
Lecturer and Course Review,Academic,اي واحد افضل,,"['lecturer review', 'best lecturer']",2023-03-19
Lecturer and Course Review,Academic,كيف وضعه,هذا عميد الكلية ي غالي 😂,"['lecturer review', 'dean']",2023-03-20
Lecturer and Course Review,Academic,لقبه اطول من اسمه ذات نفسه,يب,"['lecturer review', 'title']",2023-03-20
Lecturer and Course Review,Academic,اشرد منه عبدالرحمن اخذ معه و كان يشتكي منه,فوق ذا كله هو مش دكتور 😅,"['lecturer review', 'complaints']",2023-03-20
Lecturer and Course Review,Academic,حتى انا اخذت معه شديد جدا الدكتور,في الأخير اخذت معه درجه حلوه بس اهم شي تتبع الي يقوله بالحرف,"['lecturer review', 'strict', 'grades']",2023-03-20
Lecturer and Course Review,Academic,هذه اعتقد افضل السيئين ، كان شرحها طويل ونص نص ، تعاملها طيب والدرجات تعطيك حقك بالملي,,"['lecturer review', 'teaching quality', 'grades']",2023-03-20
Lecturer and Course Review,Academic,اذهب,اخوي اهرب*,"['lecturer review', 'advice']",2023-03-19
Lecturer and Course Review,Academic,فؤاد الفين كيلو😂,فؤاد لو يدرسك انقل utm كوالا افضل 😂,"['lecturer review', 'advice']",2023-03-19
Lecturer and Course Review,Academic,اعوذ بالله الله يبعدنا عنهم😂,,"['lecturer review', 'advice']",2023-03-19
Course Information Request,Academic,شباب حد معاه الكورس انفو ميكاترونكس؟,,"['ميكاترونكس', 'كورس انفو']",2023-03-21
Graduate Recruitment Talk,Academic,"Live Now ‼️

From being an engineering student to be an engineering an engineering company, sounds almost unbelievable, right? But nothing is impossible if there is a will. Here in GRADUATE RECRUITMENT TALK with ARUP JURURUNDING SDN BHD, we will give some exposure with engineering students on the career path after graduated and join us with ARUP. There will be a lot of professionals speakers from Arup that will share some of their experiences.

ALL STUDENT FROM VARIOUS ENGINEERING BACKGROUND ARE WELCOME TO JOIN!!

✅Civil Engineering
✅Mechanical Engineering
✅Electrical Engineering
✅Oil and Gas Engineering
_
📅21/3/2023 (TUESDAY)
⏰2.30 pm
▶️ Cisco Webex
https://utm.webex.com/meet/ska.webex",,"['Graduate Recruitment Talk', 'ARUP', 'engineering', 'career path']",2023-03-21
Materials Science Videos Request,Academic,"السلام عليكم يا شباب. حد معاه فيديوهات حبيبه materials science؟ علشان مش لاقيهم عاليوتيوب. لو حد معاه ياريت يكلمني خاص, وجزاكم الله خيرا.","https://drive.google.com/drive/folders/1Ng6ViXC_sP6OnVEWSpJDl_IymVqFeUPZ

هذا رابط حملنا عليه الفيديوهات","['materials science', 'فيديوهات', 'حبيبه']",2023-03-21
Course Amendment Issue,Academic,"سلام عليكم، شباب الافضل اذا عندي مشكله فالامندمنت اكلم روسلي والاكاميك اوفيس ولا الدجيتال كير

يعني الادفايزور قبلني وفيه مقعط فاضي فالسكشن لكن لسا ماحولوني عليه","شيك على registration slip اذا المادة لسا ما تحولت 
ع طول كلم الدجتال كير","['course amendment', 'registration slip', 'digital care']",2023-03-23
Control Engineering Notes,Academic,"اي احد ياخذ 
Control Engineering 

يتواصل معي عندي نوتات ممتازه لها👍",,"['Control Engineering', 'نوتات']",2023-03-23
Material Engineering Inquiry,Academic,"السلام عليكم شباب 
لو في احد اخذ السميسترات الماضية مادة Material Engineering 
SEMM3623 
فضلا يتواصل معي عندي استفسار جزاكم الله خير",,"['Material Engineering', 'SEMM3623', 'استفسار']",2023-03-23
Statistics Videos Request,Academic,احد عنده فيديوهات لماده  statistics ؟؟,شرح بلال التام في الواي ساج في اليوتيوب,"['statistics', 'فيديوهات', 'بلال التام']",2023-03-23
French Language Course Instructors,Academic,حد معه اسماء دكاتره الفرنسي؟ UHLF1112,"انا اخذ الكلاس مع ذي

تدريس ٦ سكاشن او سبعه

من ٣ الى ٩ 
او من ٤ الى ٩ مش متاكد","['French', 'UHLF1112', 'دكاتره']",2023-03-27
French Language Course Instructors,Academic,احد عنده اسماء دكاتره الفرنسي؟ UHLF1112,انا اخذ الكلاس مع ذي. تدرس ٦ سكاشن او سبعه. من ٣ الى ٩ او من ٤ الى ٩ مش متاكد. درستني السمستر الماضي ممتازة 👍🏻. سجل في سكشن ٨ معي 🙃. الأربعاء ٢-٤.,"['French', 'UHLF1112', 'instructors', 'sections']",2023-03-27
Heat Transfer Study Resources,Academic,شباب احد عنده فيديوهات لدكتور كويس لل heat transfer,https://youtube.com/playlist?list=PLpJCAh-VaxEsK9mpfjOlwHTgYocT5XRkv,"['heat transfer', 'videos', 'study resources']",2023-03-27
Thermodynamics and Materials Engineering Study Resources,Academic,شباب اذا احد يعرف اي فيديوهات شروحات للمادتين يفيدنا مشكورا مأجورا Thermodynamics Materials Engineering SEMM3623,القناة نفسها فيها شروح لل Thermodynamics 👌🏼.,"['Thermodynamics', 'Materials Engineering', 'SEMM3623', 'study resources']",2023-03-27
Course Registration Issues,Academic,الي غير سكشن ويبين انه تم الموافقة عليه ولسا ما يظهر في ال registration slip,يصور ال registration slip + Amendment profile picture ويقولهم المشكلة انه ما ظهر عنده. ويرسل كل ذا لهذا الايميل : rusnizah@utm.my,"['course registration', 'amendment form', 'registration slip']",2023-03-27
Full Section Course Registration,Academic,اذا كان السكشن فل هل لازم الدكتور يوقع ولا بس توقيع AA يكفي ؟,لازم الدكتورين يوقعوا,"['full section', 'course registration', 'signature']",2023-03-27
Course Registration Form Submission,Academic,معلش لينك الفورم بتاع تسليم coudse registration,"For the FULL SECTION course, please fill in the Amendment Form with the signature of the ACADEMIC ADVISOR and LECTURER who taught the course. Completed Amendment form please upload at the Google Form Link: https://forms.gle/sHxSAzi4gxjpwTZR7. Amendment Form : https://amd.utm.my/files/2020/07/Borang-Pembetulan-Kursus.pdf","['course registration', 'amendment form', 'Google Form']",2023-03-29
Lab Course Enrollment,Academic,Anyone want to take SEMM3931 (Lab II) this semester can list the name and matric number below:,1- Anas Ashraf Serag ( A19EM4020) 2-Ahmed Fuad Bakhairiba (A18KM4026) 3- Mohamed Abdelmegid Mohamed (A18KM4028),"['SEMM3931', 'Lab II', 'enrollment']",2023-03-31
