topic,category,question,answer,keywords,timestamp
Book Recommendation for Chemical Engineering,Academic,,"هذا كتاب حلو جدا انصحكم ان تقرأوه رح يفيدكم في دراستكم كثير ان شاء الله
This book is expected to enhance students’ understanding and performance in the field and the development of the profession worldwide. Students, fresh chemical engineering graduates, new hires and professionals will find this text very useful. The information the trainee engineer needs to excel and cross the critical but complex stage of transitioning from the university to the real-world engineering practice are explained
هذا الكتاب مفيد من ناحية انك تفهم طبيعة نوع العمل اللي رح تشتغل مستقبلا وايضا التخصصات المتاحه لنا وايضا اهم ال soft skill اللي لازم تركز عليها مشان تقد تلاقي عمل هذا الكتاب فيه معلومات قيمه
الكتاب هذا لسا نزل جديد شهر مايو 2019 لذلك فيه كل ال updates المتعلقه بمجال الكيميكل","['book', 'chemical engineering', 'soft skills', 'updates']",2020-01-12
YSAG Leadership Announcement,Student Life,,"نبارك للأخوين/ *انس الشيخ و عبدالله الحبشي* رئاسة *YSAG-Chemical * للعام 2020 وعليه نتمنى لهما كل التوفيق في خدمة اخوانهم الطلاب.
انتهز هذه الفرصة للتعبير عن امتناني بكوني رئيس *YSAG-chemical* للعام المنصرم وأتمنى من اخواني الطلاب المسامحة ان بدرت مني اخطاء 🌹.
""معاً نحو كادر طلابي أكاديمي متميز""
*YSAG*
*YSAG-Admins*","['YSAG', 'leadership', 'chemical engineering', 'students']",2020-02-02
Student Meeting Arrangement,Student Life,ياشباب نبغى نسوي إجتماع للجميع والمقترح غدا الساعة 8 مساء في مطعم سبأ. ايش رايكم؟,الموافقين يكتبو اسمائهم: 1- أنس الشيخ 2-عمر البعجري 3-إبراهيم جابر 4-عبدالله الحبشي,"['اجتماع', 'مطعم سبأ', 'حضور', 'طلاب']",2020-02-13
Course Registration Inquiry,Academic,يا شباب مادة UKQ نقدر نسجلها اون لاين عشان ماني قادر أسجلها عندي,خلاص سجلتها الحمدلله. Co-curriculum. رحت عندهم وسجلتها.,"['UKQ', 'تسجيل', 'اون لاين', 'Co-curriculum']",2020-02-05
Course Material Inquiry,Academic,يا شباب إللي أخذ statistics هل مهم يكون معانة الكتاب حق UTM؟,,"['statistics', 'كتاب', 'UTM']",2020-02-08
Course Selection Advice,Academic,إذا سويت درب لمادة المالي هل يأثر على الشهادة ؟,إذا سويت درب في الوقت المسموح طبعًا ما يأثر عليك بس بتاخذها في السمسترات الجاية. أتوقع إنها إلزامية من الجامعة. ما يؤثر بس انت ماراح تتخرج حتى تأخذها. بس قبل لا تسوي درب شوف اذا فيه خيارات جيدة َوسكاشن ثانية في كليات ثانية يكون كويس بدل ما تدربها وتضطر تنزلها بعدين.,"['درب', 'المالي', 'تأثير', 'شهادة']",2020-02-06
Course Substitution Inquiry,Academic,يا شباب إذا المادة ماهي في الدفتر اللي فيه المواد اللي لازم تاخذها، الين تتخرج هل إذا أخذتها تقدر تدخل معاك في مجموع الكريديت اللي المفروض تاخذها؟,للاسف ما تقدر. ما بتتسجل ...,"['مادة', 'دفتر', 'كريديت', 'تسجيل']",2020-02-06
Professor Recommendation,Academic,ياشباب مين احسن دكتور في ال numerical غير nor alafiza,محمد طاهر. بيدرس ثرموا. اي سيكشن. اللي مسجل سمستر 2. اول سنه.,"['numerical', 'دكتور', 'محمد طاهر', 'ثرمو']",2020-02-09
Professor Contact Information,Academic,ي شباب احد عنده رقم الدكتور محمد الرزالي,,"['دكتور', 'محمد الرزالي', 'رقم']",2020-02-09
Professor Recommendation for GSA,Academic,ياشباب ايش افضل دكتور انزل عنده Gsa,من ناحيه الشرح ....مش لهناك بس الدكتور ..طيب ومحترم وتضمن فل مارك بالواجبات والبروجكت ...حد يبئ يضيف ....,"['GSA', 'دكتور', 'شرح', 'واجبات']",2020-02-10
Meeting Arrangement,Student Life,ياشباب نبغى نسوي إجتماع للجميع والمقترح غدا الساعة 8 مساء في مطعم سبأ. ايش رايكم؟,نظرا لتعارض الأوقات، سيكون اجتماع اليوم بحول الله في تمام الثامنة مساء في مطعم سبأ. وسيتم تنسيق إجتماع اخر قريب مناسب لجميع الشباب.,"['اجتماع', 'مطعم سبأ', '8 مساء']",2020-02-14
Library Location Inquiry,Academic,بالله ياشباب إذا ماعليكم أمر ارسلوا رابط المكتبة,"Perpustakaan Sultanah Zanariah 80990 Sekudai, Johor 07-553 0188 https://maps.app.goo.gl/hYodRnG4jbxY78Ab6","['مكتبة', 'Perpustakaan Sultanah Zanariah', 'رابط']",2020-02-14
Bus Schedule Inquiry,Student Life,يا شباب احد عارف اسم الباص من الكيميكال الا السنتر بوينت واذا احد عنده الجدول يرسله لو سمحتو,هو اي باص معدي اركب معاه كلهم بيمشوا الى السنتر والجدول تحصله عند ال bus stop. حمل برنامج utm smart بتحصل الجدل في shuttles. باص skt يرح السنتر من الكليه.,"['باص', 'جدول', 'الكيميكال', 'السنتر بوينت']",2020-02-16
Co-Curriculum Activities Information,Academic,شباب شو موضوع هذا بالضبط ؟☝🏽,"For your information, starting from this semester, all students require to involve in co-curriculum activities as follows: ● ExCEL- Only valid for current Year 1 & 2 where students need to join a total of 3 programs that are offered in UTMACAD. These 3 activities are the prerequisite to enrol in ExCel subject which will begins starting from 202020212 session for SKEM. ● UTMSAT – Involves all Year 1 until Year 4 students. Students need to join the organized program and each activity will contribute to points. To pass this program, students need to join a minimum of 1 program which will be held every Tuesday along the 14 weeks’ time. To get an excellent transcript, student must join 3 programs on every Tuesday along the 14 weeks’ time. ● UTMSAT program differs from the normal 3 credit co-curriculum program (2+1). It is for all students. ● Normal 3 credit co-curriculum program --> Need to register and included into Academic Transcript ● UTMSAT- No credit ---> But Co-Curriculum Transcript will be issued (Pass: Moderate-Excellent) & the name of the transcript is UTMSAT. Therefore, student will get 2 scrolls during the convocation. ● In the other words, starting from this semester, for the students who did not registered for normal 3 credit co-curriculum program, they need to join the co-curriculum activities that are organized by UTM on every Tuesday from 2pm until 11pm.","['co-curriculum', 'UTMSAT', 'ExCEL', 'transcript']",2020-02-18
Periodic Meeting Arrangement,Student Life,اليوم موعد الجلسة الدورية كما تم الإتفاق عليه من قبل الشباب في الجلسة السابقة. الساعة 9 مساء. الي راح يحضر يسجل اسمه:,1-انس الشيخ 2-إبراهيم جابر 3-محمد المريسي 4-معاذ احمد 5- محمد فيصل,"['جلسة دورية', '9 مساء', 'اجتماع']",2020-02-29
Transport Process Test 1 Topics,Academic,ايش مواضيع تيست ١ ؟,"يختلف من دفعه ل أخرى
كل شي موجود في course information","['Transport Process', 'Test 1', 'course information']",2020-03-31
MATLAB Training Session,Academic,على من لديه الرغبه في المشاركه في هذه الدوره التسجيل في هذا الاستبيان,"https://forms.gle/3b1msdHJc8PxfUwv7
للمزيد من الاستفسارات
*بلال التام*
+601161151860","['MATLAB', 'training', 'Zoom', 'survey']",2020-04-24
Laptop Recommendation for Engineering,Academic,ي شباب هل تنصحوني اخذ لابتوب MacBook او لا ؟ خصوصا في كليتنا لاني سمعت فيه برامج مو متوفره او كيف تشوفون. بالله افيدوني يعطيكم العافيه,"الترم الجاي رح تحتاج Matlab و AutoCAD
Aspen Hysys and Aspen Plus
+ polymath","['MacBook', 'Matlab', 'AutoCAD', 'Aspen Hysys', 'Aspen Plus', 'polymath']",2020-05-20
Attendance Report Request,Academic,اذا حد يحتاج لل attendance ☝🏽,"Please email to r-liana@utm.my.
She will prepare the attendance report for you.","['attendance', 'report', 'email', 'r-liana@utm.my']",2020-06-01
Contact Information for Dr. Mimi,Academic,شباب حد عنده رقم الدكتوره ميمي؟,,"['Dr. Mimi', 'contact', 'number']",2020-06-01
Attendance Report Request,Academic,Please email to r-liana@utm.my. She will prepare the attendance report for you.,Please email to r-liana@utm.my. She will prepare the attendance report for you.,"['attendance report', 'email', 'r-liana@utm.my']",2020-06-01
Contact Information for Dr. Mimi,Academic,شباب حد عنده رقم الدكتوره ميمي؟,Dr. Mimi Haryani.vcf (file attached),"['Dr. Mimi', 'contact', 'vcf file']",2020-06-01
Course Code Confirmation,Academic,طيب انت جدولك منتظم بتجيك في ترم 4 صح؟ لأنها هي من كلية الساينس فاذا الكود نفسه اتوقع تقدر,ايوا,"['course code', 'term 4', 'science faculty']",2020-06-02
Pre-Registration Advice,Academic,عندي استفسار لو ما عليكم امر بخصوص ال pre registration حيكون بتاريخ ٧ اللي هو بكره ف تنصحونا نسجل ولا نصبر لين التسجيل الرسمي ف اللي عنده علم يفيدنا لو ما عليكم امر,كل شخص وله رأيه الفرق فقط في أسماء الدكاتره اذا سجلت الان مايمديك تعرف واذا انتظرت ممكن تعرف اسماءهم بس ب هذاك الوقت ممكن تشوف السكشن فل ف انت اختار اللي يناسبك,"['pre-registration', 'advice', 'course selection']",2020-06-06
Short Semester Course Availability,Academic,سلام عليكم شباب حد عنده خلفيه عن ال short semester هل بيكون في مواد مفتوح ولا عشان الاوضاع ما بيفتوح شي؟,"No direct answer provided, but discussion suggests uncertainty due to COVID-19.","['short semester', 'course availability', 'COVID-19']",2020-06-07
Online Final Exam SOP,Academic,What are the SOP's for online Final Examination?,"Listed below are the SOP's for online Final Examination which are applicable for subjects offered by SCEE only. There are 3 steps for the online final exam process. Step 1: Before exam (Fill in forms, eg. Form 1, Form 2, Form 3) Step 2: During exam (For exam longer than 90 minutes, exam will be divided into two sessions (eg. Part 1, Submit, Break, Part 2, Submit) Step 3: After exam","['online final exam', 'SOP', 'SCEE']",2020-06-21
Teaching and Learning Mode for Semester 1 2020/2021,Academic,What are the modes of Teaching and Learning for Semester 1 2020/2021?,"1. Full Physical (Face to Face) - for courses that need 100% physical attendance such as industrial training, courses needing laboratories and more. 2. Blended Learning - courses are done online and some such as Service Learning are done face to face. Suggested that physical activities are to be done at the end of the semester. 3. Full Online Learning - applicable to courses that do not have the needs to undergo face to face learning, as well as courses with higher numbers of international students.","['teaching and learning mode', 'semester 1 2020/2021', 'full physical', 'blended learning', 'full online learning']",2020-08-05
Visa Renewal Inquiry,Visa/Immigration,السلام عليكم ورحمة الله ، شباب عندي استفسار بسيط اذا الفيزا انتهت من ٦ شهور هل ينفع اجددها ولا لازم فيزا جديدة ؟,اظن وضع كورونا كان استثنائي بس في الحالات العادية اذا انتهت وانت خارج ماليزيا ومر عليها شهرين ما يجددوها وإذا كنت في ماليزيا وانتهت وكسرت الإقامة تدخل في ال black list على العموم بسأل لك موظفة في الجامعة من قسم الفيزا وارد لك خبر,"['visa', 'renewal', 'black list', 'immigration']",2020-09-04
Professor Recommendations,Academic,الشباب الي راح ياخذوا الإستاتك عند أي دكتور راح تنزلوها ؟,غالبا ما تنزل لازم واحد يروح لكلية الساينس مشان ياخذ الأسماء,"['professors', 'recommendations', 'statics']",2020-09-10
Course Material Sharing,Academic,ياشباب حد عنده كتاب chemical reaction و transport process للبيع,للأسف لا,"['course material', 'books', 'chemical reaction', 'transport process']",2020-10-19
Changing Academic Advisor,Academic,يا شباب هل يقدر الطالب يغير AA حقه؟ وإذا يقدر كيف الطريقة؟,الي اعرفه انه تقدر بصعوبة من utmi (اذا ما كنت غلطان) بس راح يسوولك هرجة وليش وماليش وو ومعاملة وممكن مايوفقو يوافقو*,"['academic advisor', 'change', 'UTMI']",2020-10-14
Retake Form Inquiry,Academic,ي شباب احد عنده فكرة ايش او من فين اجيب ال retake form ؟,شوف فيه رابط هنا فيه كل المسودات,"['retake form', 'academic', 'forms']",2020-10-18
Textbook Usage in Chemical Engineering,Academic,هل هذا هو الكتاب الي يستعمله محمد طاهر؟,"والله يا اخوي ما عندي علم لاني طالب UTMKL 
تقريبا حسب كلام ال senior الي معاي الكتب نفسها 
بس عشان ما يروح مجهودك ع الفاضي تأكد من الطلبة الي عندك ف جوهور 
بالتوفيق","['كتاب', 'محمد طاهر', 'UTMKL', 'chemical engineering']",2020-11-05
Mass Balance Flow Chart Explanation,Academic,"بالنسبة لل flow chart حق ال mass balance بالنسبة لي صعبة 
هل في قناة في ال YouTube تشرحها بالتفصيل ؟","https://youtu.be/DsZ4p_mHSPg 
شوف ذي القناه يمكن تفيدك","['flow chart', 'mass balance', 'YouTube', 'شرح']",2020-11-10
Final Examination Schedule,Academic,SCEE FINAL EXAMINATION SCHEDULE FIRST DRAFT SEMESTER 1 2020/2021,"Attached below is the first draft for final examination schedule for Semester 1, 20202021.
Should there be any clash in schedule, kindly email to r-liana@utm.my (Cik Liana) and provide the necessary information.","['final examination', 'schedule', 'SCEE', 'Semester 1']",2020-12-15
Online Meeting for Industrial Training,Academic,"اريد نعمل اونلاين ميتنق من شان التدريب
نعطيكم تجربتنا","Mohammed Abdulrahman is inviting you to a scheduled Zoom meeting.
Topic: *industrial training* Zoom Meeting
Time: *Dec 9, 2020 09:00 PM* Kuala Lumpur
Join Zoom Meeting
https://us04web.zoom.us/j/4617260477?pwd=R3hFMlFuNmZVVXpiN1piUWVmRHp2QT09
Meeting ID: 461 726 0477
Passcode: 12345","['online meeting', 'industrial training', 'Zoom', 'Kuala Lumpur']",2020-12-09
Visa Renewal Process,Visa/Immigration,يا شباب اللي يبغى ياخذ اوراق تجديد الفيزا يروح الاوفيس ولا يراسلهم؟,وعليكم السلام، راسل dr. aznizam,"['visa renewal', 'dr. aznizam', 'اوراق تجديد الفيزا']",2020-12-07
Course Registration for International Students,Academic,"UHIS1022, the international students must register in sec 26 or 27 only","UHIS1022, the international students must register in sec 26 or 27 only","['UHIS1022', 'international students', 'registration', 'section 26', 'section 27']",2021-01-19
Final Examination Schedule,Academic,What is the final examination schedule for Semester 1 2020/2021?,"Attached below is the final confirmed examination schedule for Semester 1, 20202021.","['final examination', 'schedule', 'Semester 1', '2020/2021']",2021-01-21
Course Material Inquiry,Academic,هل ذا الكتاب كله داخل بالثيرمودينامك العادية السمستر الثاني؟,"Chapter 2,3,4,5,6,7,10,11","['thermodynamics', 'course material', 'Semester 2']",2021-03-08
Course Section Change Inquiry,Academic,لو بتغير السيكشين لازم تاخذ توقيع الدكتور صح؟ ولو رفض ايش بيصير؟,ايوه اذا السكشن الي بتحول عليه فل ف الافس بيقلك جيب توقيع الدكتور. خلاص ما تقدر تغير لنفس السكشن حقه الا تغير واحد ثاني.,"['course section', 'change', 'doctor signature', 'rejection']",2021-03-09
Foreign Language Course Registration,Academic,This is the foreign language schedule for those who want to register.,This is the foreign language schedule for those who want to register.,"['foreign language', 'schedule', 'registration']",2021-03-09
Course Guidebook Inquiry,Academic,شباب عندي في ال guidebook حطين Malaysian studies بس مو معروضه. و بعد في ال guide book الجديد حطين philosophy و ethics. يعني امشي مع الجديد؟,لالا اامشي مع Guid book تبعك. ممكن تسال الادفايسر كمان هو عنده موادك من اول السمستر الئ نهايته.,"['guidebook', 'Malaysian studies', 'philosophy', 'ethics', 'advisor']",2021-03-09
Retake Form Inquiry,Academic,ياشباب احد معاه الفورم حق retake؟,No direct answer provided.,"['retake', 'form']",2021-03-09
Faculty Website Inquiry,Academic,شباب حد يعرف موقع الكلية حقنا؟,No direct answer provided.,"['faculty', 'website']",2021-03-09
Contact Information for Lecturer,Academic,يا شباب اذا احد معه رقم الدكتوره,farhanaismail@utm.my,"['lecturer', 'contact', 'email']",2021-03-11
Course Registration Deadline,Academic,متى يسكر التسجيل؟,No direct answer provided.,"['registration', 'deadline']",2021-03-11
Lecturer Information for Math Course,Academic,شباب أحد قد أخذ ماث مع واحد من منهم؟,No direct answer provided.,"['math', 'lecturer', 'course']",2021-03-11
Separation Process Course Registration,Academic,ياشباب لو في حد يبغى ياخد separation process يسجل اسمه علشان بنحاول نخليهم يفتحو لنا سيكشن,"Separation process sem2 2021
1-Then win lok A18KT0309
2-Abdulah Mohammed Abdulah Mubarak (A18KT4011)
3- Nabelah Farhana Binti Kasumin A18KT0194
4-Devandran A/L Sandrasakeren A18KT0057
5-Kovardhanan Maran(A18KT0101)","['separation process', 'course registration', 'section']",2021-03-14
Separation Process List,Academic,Separation process sem2 2021,"1-Then win lok A18KT0309
2-Abdulah Mohammed Abdulah Mubarak (A18KT4011)
3- Nabelah Farhana Binti Kasumin
A18KT0194
4-Devandran A/L Sandrasakeren
A18KT0057
5-Kovardhanan Maran(A18KT0101)
6- Maged Abdullah Abdo Shehari (A18KT4013)","['separation process', 'sem2 2021', 'student list']",2021-03-14
Transport E-book Inquiry,Academic,هل في احد عنده e-book حق ال transport ؟,مشكور🌹,"['transport', 'e-book', 'academic resource']",2021-03-15
Professor Inquiry,Academic,السلام عليكم ، شباب كيف الدكتوره هذي Dr. Jamarosliza Binti Jamaluddin,,"['professor', 'Dr. Jamarosliza Binti Jamaluddin', 'inquiry']",2021-03-15
YSAG Annual Meeting Announcement,Student Life,يعلن YSAG عن موعد اللقاء التعريفي السنوي لطلبة الكليات الجدد,"التاريخ : 3/19 الموافق ليوم الجمعة
الوقت: الساعة الثامنة مساءً بتوقيت ماليزيا
المنصة : Google meet
رابط اللقاء : https://meet.google.com/tbe-nhtv-nxw","['YSAG', 'annual meeting', 'new students', 'Google meet']",2021-03-19
YSAG Educational Resources,Academic,ملخص سريع للمواد المشروحة على قناة YSAG,"📚*سنة اولى:*
-Solid Mechanics 1 (جزئي)
-Math 1 (جزئي)
-Statics (جزئي)
-Digital Electronics (جزئي)
-Circuit theory (جزئي)
-Mechanical Drawing (جزئي)
-Mass Balance (جزئي)
-Soil Mechanics 

📚*سنة ثانية:*
-Signals & Systems
-Electronic Devices
-Fluid Mechanics 1
-Fluid Mechanics 2
-Math 2
-Statistics 
-Differential Equation
-Lab 1 of Electrical (جزئي)
-Waste water Engineering 
-Electrical Power (جزئي)

📚*سنة ثالثة:*
-EMT
-Mobile Application Development","['YSAG', 'educational resources', 'academic subjects', 'lectures']",2021-03-21
Academic Resources for Engineering Courses,Academic,What are the available YouTube playlists for engineering courses provided by YSAG?,"YSAG provides YouTube playlists for various engineering courses including EMT, Soil Mechanics, Mass Balance, Waste Water Engineering, Fluid Mechanics 1, Fluid Mechanics 2, Math 2, Solid Mechanics, and training workshops on writing systematic reviews and managing research work using Mendeley. Links to these playlists are provided in the message.","['engineering courses', 'YouTube playlists', 'YSAG', 'EMT', 'Soil Mechanics', 'Mass Balance', 'Waste Water Engineering', 'Fluid Mechanics', 'Math 2', 'Solid Mechanics', 'training workshops']",2021-03-21
Volunteer Opportunity in YSAG,Student Life,What are the requirements for the volunteer position of Media Officer in YSAG?,"The requirements for the Media Officer position in YSAG include skills in designing posters for social media, ability to manage and market social media accounts, readiness to work flexibly and committedly, and being of Yemeni nationality. Interested candidates can contact Abdulrahman Alattas at +601137709211.","['volunteer', 'Media Officer', 'YSAG', 'social media', 'design', 'marketing']",2021-03-23
Internship Experience Series,Student Life,What is the Intern Experience Series by YSAG about?,"The Intern Experience Series by YSAG discusses the needs of students approaching internships and answers their queries. The series features interviews with professionals like Engineer Mohammed Asban and Engineer Omar Abu Al-Majd, and is produced by Omar Fahmy. Links to the episodes are provided in the messages.","['internship', 'experience', 'YSAG', 'engineering', 'student life']",2021-03-23
Degree Award Form Submission,Academic,What is the process for submitting the Degree Award Form for graduating students?,"Graduating students must fill in the Degree Award Form available at https://engineering.utm.my/chemicalenergy/resources-2/, have it signed by their Academic Advisor, attach a copy of their Identity Card/Passport, and email it to the respective department based on their course by June 3, 2021.","['Degree Award Form', 'graduation', 'submission', 'Academic Advisor', 'deadline']",2021-04-06
Lecture on Software Trends and Job Market Experience,Student Life,What will be discussed in the YSAG lecture on software trends and job market experience?,"The YSAG lecture titled 'Software Trends and Job Market Experience' will discuss how to utilize university careers to build a more professional resume, how to be qualified to meet market needs upon graduation, and the essential skills required for programmers in the job market. The lecture will be held on Zoom on April 26, 2021, from 3 PM to 4:30 PM.","['lecture', 'software trends', 'job market', 'YSAG', 'Zoom']",2021-04-25
Graduation Requirements and Market Needs,Academic,كيف تكون مؤهلا عند تخرجك لتلبي احتياج السوق؟,No direct answer provided in the chat.,"['graduation', 'market needs', 'qualifications']",2021-04-26
Skills Required for Programmers in the Job Market,Academic,ماهي اهم المهارات المطلوبة من المبرمج في سوق العمل؟,No direct answer provided in the chat.,"['programmer', 'job market', 'skills']",2021-04-26
Course Inquiry for Dr. Kamarizan,Academic,ياشباب هل في احد اخذ كورس مع dr. Kamarizan؟,No direct answer provided in the chat.,"['course', 'Dr. Kamarizan', 'teaching style', 'grades']",2021-05-03
Degree Award Form Submission,Academic,"Final year students who are going to graduate, please fill in and submit form as soon as possible!","The forms are required to be filled by you and signed by your Academic Advisor. You are also required to attach a copy of your Identity Card / Passport along with the form (for convocation purposes), and email to the following based on your course: Chemical Engineering (Pure) - farhanaismail@utm.my, Bioprocess Engineering & Gas Engineering - r-liana@utm.my, Petroleum Engineering & Nuclear Engineering - n.husna@utm.my.","['degree award form', 'graduation', 'submission']",2021-06-08
AIESEC Information,Academic,من هم AIESEC؟,,"['AIESEC', 'من هم AIESEC']",2021-08-12
Sustainable Development Goals,Academic,ما هي اهداف التنمية المستدامة (SDGs)؟,,"['اهداف التنمية المستدامة', 'SDGs']",2021-08-12
Local Virtual Volunteer,Academic,من هو المتطوع المحلي (Local Virtual Volunteer)؟,,"['المتطوع المحلي', 'Local Virtual Volunteer']",2021-08-12
AIESEC Programs,Academic,ما هي البرامج المقدمة من AIESEC للمتطوعين؟,,"['برامج AIESEC', 'متطوعين']",2021-08-12
Programming Languages in First Semester,Academic,ايش اللغات الي ناخذها في اول سمستر في البرمجه؟,"Autocade, Basic of excel","['لغات برمجة', 'اول سمستر', 'Autocade', 'Basic of excel']",2021-08-26
Aspen Plus Simulation Issue,Academic,في احد يعرف يستخدم aspen plus لان عندي مشكلة تطلعلي في ال simulation و محتاج مساعدة,,"['Aspen Plus', 'simulation', 'مشكلة']",2021-09-12
Course Selection Advice,Academic,شباب بالله اللي اخذ ذولي المواد و يعرف من افضل بينهم ؟,Safety: اخذتها مع جوهاري، مايشرح اي شيء. يقسم الطلاب لقروبات وكل قروب يشرح درس ويسوي كويز. بس اذا سويت الاسايمنتات وو يعطي درجة كويسة. CRE: اسمه مش موجود. Ana. Chemistry: اخذتها مع هاشم (اول واحد) مايسوى اي شيء وجاب اختبار ميد مررة صعب وهو ماشرح شي باختصار (مش كويس).,"['Safety', 'CRE', 'Ana. Chemistry', 'جوهاري', 'هاشم']",2021-10-09
Fluid Mechanics Instructors,Academic,سلام عليكم ي شباب احد يعرف احد منهم ؟,Material Eng.... 3. mohd asmadi: الدكتور شرحه لا باس مرن في الاسلوب وكويس مع الطلاب متفاهم واهم شيء تسلم التاسكات بالوقت.,"['Fluid Mechanics', 'Material Eng', 'mohd asmadi']",2021-10-11
English Course Instructors,Academic,حد معه اسامي دكاتره ماث 1 وانغلش 3 في كليتنا,انغلش ٣ خذها مع dr. Abdullah nawi: مررة ممتاز وراح تستفيد كثير ومحاضراته ممتعة.,"['English 3', 'dr. Abdullah nawi', 'ممتاز']",2021-10-12
Course Registration Issue,Academic,شباب احد فتح معاه التسجيل ولا لسه ؟!,ما فتح معاي. الكليات الثانيه فتح عندها. Civil فتح.,"['التسجيل', 'Civil', 'الكليات']",2021-10-12
Course Registration and Section Selection,Academic,ياشباب متى رح يفتح التسجيل ....أحد عارف؟,لازم نرشتكي لهم بكره الكل مشان يفتحو لنا,"['تسجيل', 'فتح التسجيل', 'رشتكي']",2021-10-12
Course Registration and Section Selection,Academic,شباب احد يعرف احد من اللسته ...English 2,Mawaddah درستني انجلش ١ كويسه و متساهله,"['English 2', 'Mawaddah', 'انجلش']",2021-10-14
Course Registration and Section Selection,Academic,شباب في حد سجل extra-curricular experiential learning (EXCEL)؟ من فتح التسجيل وانا احاول انزلها مو راضيه!!,اظن ضروري تتواصل مع advisor,"['EXCEL', 'تسجيل', 'advisor']",2021-10-14
Course Registration and Section Selection,Academic,شباب حد معاه رقم دكتورة الengineering drawing اللي اسمها Dr. Nur Syazwani Mohd Ali,Dr Zaki ITE.vcf (file attached),"['engineering drawing', 'Dr. Nur Syazwani Mohd Ali', 'رقم دكتور']",2021-10-16
Course Registration and Section Selection,Academic,شباب حد معاه رقم دكتور الintroduction to engineering اللي اسمه Ir. Dr. Zaki Yamani Zakaria,Dr Zaki ITE.vcf (file attached),"['introduction to engineering', 'Ir. Dr. Zaki Yamani Zakaria', 'رقم دكتور']",2021-10-16
Course Registration and Section Selection,Academic,ياشباب حد عنده جداول مادة انجلش٣,,"['انجلش٣', 'جداول']",2021-10-17
