topic,category,question,answer,keywords,timestamp
Course Registration for English 2,Academic,شباب لو شخص ما لحق يسجل وقفل عليه التسجيل هل في طريقة يسجل ولا مافي يروح عليه؟,التسجيل باقي مفتوح,"['course registration', 'deadline']",2022-03-19
Course Registration for English 2,Academic,كيف بكره يفتح,بكرة يفتح عاده مطول,"['course registration', 'deadline']",2022-03-19
Course Registration for English 2,Academic,هو مش يومين فقط ؟,دا amendment,"['course registration', 'amendment']",2022-03-19
Course Registration for English 2,Academic,لو قفل عليه تسجيل الانولاين قصدك انو ما سوى سبمت صح الله يعينو لازم تسجيل يدوي يعبي ورقه وياخذ تواقيع الدكاتره قصه طويله,يب,"['course registration', 'manual registration', 'submit']",2022-03-19
Course Registration for English 2,Academic,من خلال الامندمنت يمديك تضيف مواد او تحذف,تقريبا لا ، لازم تكون مسجل شي وعامل سبمت,"['course registration', 'amendment', 'submit']",2022-03-19
Course Registration for English 2,Academic,حتى اصلا ما سوا save يعني,لا عادي,"['course registration', 'save']",2022-03-19
Course Registration for English 2,Academic,يعني مافتح course registration نهائيا والان يسال هل يقدر يسجل ولا كيف,يب,"['course registration', 'deadline']",2022-03-19
Course Registration for English 2,Academic,متأكد، عشان لو بتعمل امندمنت لازم تكون آخذ ابروفال من الادفايزر عشان تنزل المواد في ال registration slip,بضبط هذا الي اعرفه,"['course registration', 'amendment', 'advisor approval']",2022-03-19
Course Registration for English 2,Academic,انا حصلت معاي قبل سميسترين نسيت اسوي سبمت راحت عليا نومهً بعدها عبية فورم وحطيت اكواد المواد واخذت تواقيع الدكاتره حتى قدرت اسجل ما اعرف اذا غيرو النظام,بالضبط,"['course registration', 'manual registration', 'submit']",2022-03-19
Course Registration for English 2,Academic,طيب اذا سويت سمبت بس الدكتور ما سوى لك ابروف ؟؟,صارتلي السمستر اللي فات و على حسب كلام الاوفس ان معه يومين زيادة يسوي ابروف بس تأكد من الاوفس افضل,"['course registration', 'submit', 'advisor approval']",2022-03-19
Course Registration for English 2,Academic,اذا ما قدر يسوي يسوي ابروف اعتقد لازم تنزل المواد مرة ثانية من الامندمنت,انا نفس الموضوع,"['course registration', 'amendment', 'advisor approval']",2022-03-19
Course Registration for English 2,Academic,مو مشكله عادي اهم حاجه سويت سبمت اتوقع عادي بكره ابو بعدو يقدر يسوي لك ابروف بس كلمو بكره الصباح,🥲,"['course registration', 'submit', 'advisor approval']",2022-03-19
Course Registration for English 2,Academic,"Dear students, Undergraduate office has prepare a guideline for course amendment online and manual. Google form for manual submission will be open after 10am tomorrow to give priority to online amendment. Link will be update in linktree. Disclaimer: This guideline is for SKE internal reference only, not to be use as official guidelines. Thank you.",<Media omitted>,"['course registration', 'amendment', 'guideline']",2022-03-20
Course Amendment Process,Academic,لو تسوي سمبت لل Amendment Course تقدر تسوي تعديل لسكشن؟,انا سويت سبمت والان اقدر اعدل اي سكشن عادي السبمت هو يعتبر للكورس الي ضفته بس اما تغير السكاشن تبقى مفتوحه,"['amendment course', 'سكشن', 'تعديل']",2022-03-20
Course Information and Resources,Academic,Course Amendment Form,"https://linktr.ee/ugskeutm
Course Amendment Form
SKE- Amendment Course Registration Form Submission For Session 2021/2022-2 (20-24 MAC 2022)
AMENDMENT COURSE REGISTRATION REFERENCE GUIDE
COURSE OFFERED SEMESTER 2, 20212022
TIMETABLE 20212022- 2 (updated 16 MAC 2022)
SKE COURSE LECTURER NAME 2021/2022-2
GENERAL UNIVERSITY COURSE TIMETABLE, SEMESTER 2, 2021/2022","['course amendment', 'form', 'timetable', 'lecturer']",2022-03-20
Professor Contact Information,Academic,Prof. Dr. Zaharuddin B Mohamed السلام عليكم شباب احد عنده رقم الدكتور؟,Dr. Zahar.vcf (file attached),"['professor', 'contact', 'Zaharuddin']",2022-03-20
Academic Advisor Contact,Academic,"شباب من اللي معاه رقم ال academic advisor هذي👇
Armanusa binti Mohd Yusof",لو انت سنه اولى وتريد رقم ادفايزر حقك تواصل معه عبر ايميل وقوله عطني رقمك عشان واتس,"['academic advisor', 'contact', 'Armanusa']",2022-03-20
Course Credit Transfer,Academic,Credit exemption اتوقع يعني اعفاء من المادة، لو عندك شهادة ايلتس مثلا يشيلون منك انجلش,و الثاني اتوقع لو ماخذ المادة من قبل في جامعة ثانية.,"['credit exemption', 'IELTS', 'transfer']",2022-03-21
Course Credit Transfer Status,Academic,انا عملت هذي اول سمستر لي فالجامعة عبيت الفورم و سملته للاوفيس لكن مو ظاهر عندي انهم زودولي الكريدت,ادخل my.UTM.my بعدها profile بعدين slip اختار السمستر الي سويت فيه الترانسفير و روح course transferred slip,"['credit transfer', 'status', 'my.UTM.my']",2022-03-21
Professor Evaluation,Academic,شرحها ممتاز 👌👌,شديدة حبة تعطيك حقك بس شديدة,"['professor evaluation', 'شرح', 'درجات']",2022-03-21
Lab Schedule Information,Academic,اليوم من 2-5 ؟,على حسب سكشنك.. بس غالبا اول اسبوع مافي لاب بكرا في بريفنق لازم تحضره اول.. من 2:30,"['lab schedule', 'سكشن', 'briefing']",2022-03-21
Professor Contact Information,Academic,Dr ABDUL RASHID BIN HUSAIN شباب مين عنده رقم هذا الدكتور,Dr Abdulrashid.vcf (file attached),"['professor', 'contact', 'Abdul Rashid']",2022-03-21
New Student Group,Student Life,Is there a group for the new student First year student,"This is a group of first-year students.
https://chat.whatsapp.com/FI436SdGBkIAFnVtUvbtOz","['new student', 'group', 'first year']",2022-03-21
Class Meeting Link,Academic,"Salam,for those students that registered SKEM4153,please join the 1st class tomorrow at link below: SKEM4153, 22/3/22, 8 am: Meeting link:","https://utm.webex.com/utm/j.php?MTID=mb0861ef3821b5e2f19565854356b29c6
Meeting number: 2510 953 0064
Meeting password: JagwmPMN423
Join from a video or application
Dial 25109530064@utm.webex.com
You can also dial 210.4.202.4 and enter your meeting number.
Join by phone
+60-3-9212-7625 Malaysia Toll
+60-3-20-585-339 Malaysia Toll 2
Access code: 25109530064
Global call-in numbers","['class meeting', 'SKEM4153', 'webex']",2022-03-21
Contact Information for Electronics Dean,Academic,في احد معاه رقم العميد؟,Dr. Rubita (DEE).vcf (file attached),"['عميد', 'الكترونكس', 'Dr. Rubita']",2022-03-21
Course Registration Issue,Academic,شباب اذا فيكم احد اخذ ال emt عند الدكتور You Kok في عندي كم استفسار,شباب احد عنده رقمها,"['emt', 'Dr. You Kok', 'استفسار']",2022-03-22
Course Credit Limit,Academic,شباب إذا أنت تريد 19 كردد لازم تنتظر قبول الAA و دايريكتور المفروض .. طيب لو كل واحد يرميك عند الثاني و تتواصل مع ACA يوديك اوفيس وافيس يقولك عند ACA و يرجع يقولك عند AA في مثل هذه الحالات الواحد ايش ممكن يسوي😂😂؟؟,الحل انك تنقص ١ ول ٢ كريدت وتريح راسك,"['19 كردد', 'AA', 'ACA', 'قبول']",2022-03-22
Course Registration Issue,Academic,لو الAA ما وافق يا شباب يعني مافي فايدة مستحيل اني اقدر اسجل ال 19 كريدت صح,اما انك تحاول معاهم تاني أو خلاص تكتفي ب ١٧🙂,"['19 كردد', 'AA', 'قبول']",2022-03-22
Course Registration Issue,Academic,يعني اسوي ايميل للاوفيس,بعطيك رقمها,"['ايميل', 'اوفيس', 'رقم']",2022-03-22
Professor Contact Information,Academic,كيف هالدكتورة يا شباب؟ + احد معه رقمها ؟,في اختلاف بالاراء بالنسبة لي ممتازة,"['دكتورة', 'رقم', 'اراء']",2022-03-22
Course Registration Issue,Academic,شباب من أخذ مادة Excel ( UKQT3001) سكشن 23 هذا الترم ؟,,"['Excel', 'UKQT3001', 'سكشن 23']",2022-03-22
Student Orientation Event,Student Life,يعلن YSAG عن موعد اللقاء التعريفي السنوي للطلبة الجدد,🗓 التاريخ: 26/03/2022 ⏰ الوقت: الساعة الثامنة مساءً بتوقيت ماليزيا. 🖥 المنصة: Zoom Meeting 📝 رابط التسجيل: https://forms.gle/eux6zWb3fSVTZmmp8,"['YSAG', 'لقاء تعريفي', 'طلبة جدد', 'Zoom']",2022-03-22
Professor Recommendation,Academic,السلام عليكم شباب مين احسن دكتور في ماده ال GSA,Dr.Fazilah اخذت معها السمستر الماضي وكانت كويسه والماده بسيطه .. ضبط الاسايمنتات وبتحصل A بالراحه,"['GSA', 'Dr.Fazilah', 'اسايمنتات']",2022-03-22
Course Schedule Inquiry,Academic,شباب احد يعرف كيف اجيب اوقات المحاضرات لل GRADUATE SUCCESS ATTRIBUTES (UHMT1012),,"['GRADUATE SUCCESS ATTRIBUTES', 'UHMT1012', 'اوقات المحاضرات']",2022-03-23
High Voltage Lectures,Academic,شباب احد معاه محاضرات high voltage ?,,"['high voltage', 'محاضرات']",2022-03-24
E-Learning Issue,Academic,يا شباب مع مين اقدر اتواصل عشان يحدثو ال e learning لأنه في معايا مادة الى الان ما ظهرت في ال e learning,digitalcare@utm.my او أحيانًا ما تظهر بسرعة.. ف ممكن ع الاسبوع الجاي تحصلها موجوده,"['e learning', 'مادة', 'digitalcare']",2022-03-24
Co-curriculum Schedule,Academic,شباب احد معه جدول Co-corriculum,الي اعرفه انه الكوكيو غالبا يجيك سكشن واحد .. لكل مادة,"['Co-corriculum', 'جدول', 'سكشن']",2022-03-24
MATLAB Workshop Announcement,Academic,"We all know that Matlab is a numeric computing platform that helps engineers and scientists in data analyzing, developing algorithms or creating models. But the main question comes later in our mind, *How and where exactly do we start?*",ISS-YEMEN has arranged a three-days workshop on MATLAB programming. Registration link: https://forms.gle/vHPraBZR8o8DnD439,"['MATLAB', 'workshop', 'ISS-YEMEN', 'registration']",2022-03-26
Registration for Manual Registration,Academic,وين ارفع الملف حق المانيول ريجستريشن,https://forms.gle/rX8DjYxAYgWR24Z78,"['registration', 'manual registration', 'forms']",2022-03-26
Multisim Software Installation,Academic,كيف ممكن احمل برنامج multisim الي معاه طريقة او رابط فيديو عن كيفية التحميل,https://youtu.be/0J1Xtr1AqC8,"['multisim', 'software installation', 'video tutorial']",2022-03-27
Differentiation Equation Course Inquiry,Academic,اتمنى حد يرد لأن نقلونا عند هذه الدكتوره ونريد نعرف اذا حد اخذ معاها,Differentiation Equation,"['differentiation equation', 'course inquiry', 'professor']",2022-03-27
Exemption Request for English Communication Skills,Academic,إذا سويت طلب إعفاء لمادة English Communication skills 1 هل اقدر انزل اي مادة غيرها في الترم الثاني ولا الجامعة بتختار لي مادة معينة أدرسها؟,تقدر تنزل اي مادة.. على حسب جدولك.. وعلى حسب هالمادة تتطلب مادة مسبقة عشان تفتحها,"['exemption request', 'english communication skills', 'course selection']",2022-03-28
Contact Information for Dr. Mohamad Shukri Zainal Abidin,Academic,بعد اذنكم لي عنده رقم هذا الدكتور. DR. MOHAMAD SHUKRI ZAINAL ABIDIN,Dr Mohamed Sukri.vcf (file attached),"['contact information', 'Dr. Mohamad Shukri Zainal Abidin', 'professor']",2022-03-30
YSAG Academic Services Announcement,Academic,يعلن YSAG عن فتح باب التقديم لخدمات YSAG الأكاديمية,رابط المشاركة: https://forms.gle/uJmVr6cx7o9Z4AF26,"['YSAG', 'academic services', 'volunteering']",2022-03-30
EMT Course Inquiry,Academic,مين منكم ماخذ EMT مع الدكتورة NIK,Nik noordini?,"['EMT', 'course inquiry', 'Dr. Nik Noordini']",2022-03-31
