topic,category,question,answer,keywords,timestamp
University Decision on Online vs Face-to-Face Classes,Academic,طب الطلبه الاونلاين ازاي هيحضرو المحاضرات؟,عندهم فيديوهات مسجلة بيرفعونها لهم,"['محاضرات اونلاين', 'فيديوهات مسجلة', 'طلاب اونلاين']",2022-04-14
University Decision on Online vs Face-to-Face Classes,Academic,فديوهات قديمه يعني ولا ايه؟,اه,"['فيديوهات', 'محاضرات', 'قديمة']",2022-04-14
University Decision on Online vs Face-to-Face Classes,Academic,شباب متى تخلص الفاينلات؟,من 12-31 july,"['فاينلات', 'مواعيد', 'امتحانات']",2022-04-14
University Decision on Online vs Face-to-Face Classes,Academic,شباب مواد الي مثل المالاي و الساينس ثينك؟ قالو حضوري ولا اونلاين,المالاي حتى الآن عن بعد,"['المالاي', 'الساينس', 'حضوري', 'اونلاين']",2022-04-14
University Decision on Online vs Face-to-Face Classes,Academic,يعني ال delivery mode هو الي بتحدد كل شئ,هو تحدد بس عشان تتأكد من المواد الي OL او BL او FC,"['delivery mode', 'مواد', 'تحديد']",2022-04-14
Student Support and Tutoring,Academic,هل موقع wego موثوق؟ لحجز طيران,لانه جايب لي كذا موقع و فرق الأسعار كبير لنفس الرحلة ونفس الخطوط ف حاس في شي غلط,"['wego', 'حجز طيران', 'موثوقية']",2022-04-17
Flight Booking Reliability,Other,شباب هل موقع wego موثوق؟ لحجز طيران,افضل شي انك تحجز عبر تطبيق الشركة نفسها يعني لو مثلا بتسافر مع السعودية احجز من التطبيق او لو بتسافر مع الاماراتية من التطبيق نفسه ذا أفضل شي واضمن,"['wego', 'حجز طيران', 'موثوق']",2022-04-17
Engineering Mathematics Lecture,Academic,"👨🏼‍🏫 *المحاضر*: مازن محروس 
 *📅 التاريخ:* 
● الجمعة ، 22 أبريل 
● السبت ، 23 أبريل 
📚 *المادة*: Engineering Mathematics 1
🖥 *المنصة* : Zoom Meeting
⏱ *الوقت*: *9:00* مساءً بتوقيت ماليزيا","🔗 سيتم نشر الرابط قبل المحاضرة بعشرة دقايق في *هذه المجموعة* 👇
https://chat.whatsapp.com/JyCpNAjVLsy50IFx4jiDSp","['Engineering Mathematics 1', 'Zoom Meeting', 'مازن محروس']",2022-04-18
Teaching and Learning Feedback,Academic,"Teaching and Learning Feedback Form (SKE)
README FIRST
-----------------------
The School of Electrical Engineering will conduct its Teaching and Learning in physical mode immediately after mid semester break. This decision has been made public on 6th of April 2022 and you may refer it here: 

https://engineering.utm.my/electrical/blog/2022/04/06/teaching-and-learning-tl-modes-for-semester-2021-2022-2/

This form is to gather feedback from students who are having difficulties/delays in attending the physical classes. You may return your feedback explaining your issue(s) using this form. Please submit this form only once. The School will carefully consider your response before deciding on the TnL mode most suitable for you.

Final examination will be done physically for all students.

The last date to return this feedback is 23 April 2022 2359 hrs (MYT).

Link: https://forms.gle/59cekahDbsw9Pwjf6","لطلاب الكهرباء الذين يواجهون صعوبات تمنعهم/تؤخر مجيئهم الى الجامعة بعد اجازة الميد سمستر، كلية الكهرباء سووا هذا الفورم عشان يحددوا لكم افضل حل لوضعك (سواءً تكمل اونلاين، او تعمل دروب للسمستر)

https://docs.google.com/forms/d/e/1FAIpQLSeplok45UZkDR3bxC5Ca_YnsKVv-z81VW5Fq8Augi_whRLpwQ/viewform","['Teaching and Learning Feedback', 'Electrical Engineering', 'physical mode']",2022-04-18
Attendance Link for Lectures,Academic,"يا شباب كيف اقدر اطلع رابط حضور للمحاضرات
اللي اسجل فيه رقم الماتريك في الأخير ويتسجل الحضور حقي","في تطبيق يحول الqr code لرابط
انا صراحة مستخدم تطبيق اسمه ( الماسح الضوئي للرمز الشريطي و الرمز السريع )
دايركت احط الكود يحوله لرابط يجيك آخره علامة = بعدها اكتب الماترك حقك و يسجلك حضور","['رابط حضور', 'الماتريك', 'QR code']",2022-04-19
Multisim Software Download,Academic,السلام عليكم.. ياشباب حد عنده رابط اقدر احمل منه multisim?,"https://youtu.be/0J1Xtr1AqC8
هذا 7 ايام ايوه
https://youtu.be/ixGDJCAyVEE
اتبع الشرح في الفيديو هذا وراح يشتغل عندك على طول","['Multisim', 'تحميل', 'رابط']",2022-04-24
