topic,category,question,answer,keywords,timestamp
Course Selection,Academic,Who is better for Human Computer Interaction: Dr. Sarina Binti Suliman or Dr. Aida Binti Ali?,Dr. Aida Binti Ali is recommended for Human Computer Interaction.,"['Human Computer Interaction', 'Dr. Sarina Binti Suliman', 'Dr. Aida Binti Ali', 'course selection']",2024-06-16
Course Selection,Academic,Is Introduction to Entrepreneurship without a final exam?,"Yes, Introduction to Entrepreneurship does not have a final exam.","['Introduction to Entrepreneurship', 'final exam', 'course selection']",2024-06-16
Course Selection,Academic,Can I take a course from a different department?,"Yes, you can take a course from a different department, but it depends on the professor's approval.","['course selection', 'different department', 'professor approval']",2024-06-16
Professor Contact Information,Academic,What is Dr. Sim Hiew Moi's contact number?,Dr. Sim Hiew Moi's contact number is +60 16-855 7648.,"['Dr. Sim Hiew Moi', 'contact number', 'UTM']",2024-06-16
Professor Recommendations,Academic,How is Dr. Asri as a professor?,"Dr. Asri is known to be lazy in teaching, but his grading is fair.","['Dr. Asri', 'professor review', 'teaching style']",2024-06-16
Professor Recommendations,Academic,How is Dr. Rohidah as a professor?,"Dr. Rohidah is strict and gives a lot of assignments, but she is good in teaching.","['Dr. Rohidah', 'professor review', 'teaching style']",2024-06-16
Professor Recommendations,Academic,How is Dr. Zorifa as a professor?,"Dr. Zorifa is good and gives a lot of assignments, but she monitors attendance closely.","['Dr. Zorifa', 'professor review', 'teaching style']",2024-06-16
Course Availability,Academic,Is COA (Computer Organization and Architecture) available this semester?,"No, COA is not available this semester.","['COA', 'Computer Organization and Architecture', 'course availability']",2024-06-16
Professor Recommendations,Academic,How is Dr. Nor Azman as a professor?,Dr. Nor Azman is good but gives a lot of work. He is kind but serious about HCI.,"['Dr. Nor Azman', 'professor review', 'teaching style']",2024-06-16
Short Semester Courses,Academic,What courses are available in the short semester?,Information about the short semester courses is not provided in the chat.,"['short semester', 'courses', 'UTM']",2024-06-16
Professor Contact Information,Academic,What is Mr. Zaid's contact number?,Mr. Zaid's contact number is not provided in the chat.,"['Mr. Zaid', 'contact number', 'UTM']",2024-06-16
Course Scheduling and Drop Requests,Academic,يا عيال كيف اسوي دروب لماده؟,تروح لل academic office تقولهم ابغى اسوي دروب للمادة الفلانيه,"['دروب', 'academic office', 'مادة']",2024-06-16
Exam Schedule Inquiry,Academic,ياشباب دلحين جدول الامتحانات ثابت ولا ممكن يتغير,لسه فيه final draft احتمال يتغير,"['جدول الامتحانات', 'final draft', 'يتغير']",2024-06-18
Foreign Language Course Registration,Academic,مع مين نتواصل بخصوص ال Foreign Languages؟,لو عندك مشكلة في التسجيل وكده عادي تتواصل مع روحاني او تروح الاوفيس تشوف مشكلتك,"['Foreign Languages', 'روحاني', 'التسجيل']",2024-06-18
Course Material Inquiry,Academic,شباب يعني ايه يكون في مادة نازلة تبع الجدول بس مش نازلة تبع الكورسات المفروض تشيلها للسمستر دا؟ هل ممكن يكون في غلط؟,,"['مادة', 'جدول', 'كورسات', 'غلط']",2024-06-18
Professor Evaluation,Academic,ياعويله حد يعرف الدكتوره farkhana كيفها,احسن دكتورة,"['دكتورة', 'farkhana', 'شرح']",2024-06-19
Course Material Inquiry,Academic,ياعيال حد ظاهر عنده مواعيد ال hci وال os,,"['hci', 'os', 'مواعيد']",2024-06-19
Professor Evaluation,Academic,بالنسبة لل DSA بالدرجه الاولي خوذ مع Johanna شرحها اكويس ودرجات وتعطيك revision قبل الفاينال,"ماحصلتش شوفلك عادي روهيده ، norizam , pang  كلهم نفس المستوي شرح ودرجات. بس عيب روهيدة الوجبات  بس.","['DSA', 'Johanna', 'شرح', 'درجات', 'revision']",2024-06-19
Professor Evaluation,Academic,أحد عنده وسيلة تواصل مع dr Encik norizam?,,"['dr Encik norizam', 'تواصل']",2024-06-19
Professor Evaluation,Academic,أحد يعرف كيف dr.ismail fauzi ف مادة ال network communications ??,درجات ما شفته كريم فيها ويعطيك حقك شرح عادي جدا مع كذا بتدرس بنفسك بالبيت بكل الاحوال، لاكن يقدر يعطيك فكرة عن الموضوع,"['dr.ismail fauzi', 'network communications', 'درجات', 'شرح']",2024-06-21
Professor Evaluation,Academic,شباب كيف هذا الدكتور Dr. Ahmad Najmi bin Amerhaider Nuar,,"['Dr. Ahmad Najmi bin Amerhaider Nuar', 'دكتور']",2024-06-21
Course Registration,Academic,the section is full ايش تقترح غيها,والله هذي الوحيده اعرفها الباقين ما اعرفهم😅,"['section', 'full', 'تقترح']",2024-06-23
Professor Evaluation,Academic,حد جرب Azman ؟,ما انصح فيه يدقق كثير وكل الماده يخليها بحوثات اكادميه,"['Azman', 'بحوثات', 'اكادميه']",2024-06-23
Professor Evaluation,Academic,ياعيال بالله عليكم حد يعرف الدكتور zuraini binti ali shah,"درجات وتعامل كويسه جدا , لاكن شرحها وحش","['zuraini binti ali shah', 'درجات', 'شرح']",2024-06-23
Course Inquiry,Academic,هل إذا أخذت مادة Application Development قبل Computer Security بتكون المادة مفهومة وإلا هي متعلقة بالـ Computer Security بشكل كبير؟,لا ما في علاقة بينهم. ال Computer Security اغلبها نظري بينما ال App Dev كلها عملي ما فيها فاينل,"['Application Development', 'Computer Security', 'علاقة']",2024-06-26
Course Scheduling,Academic,ينفع آخذ AI مع الـ DSA بنفس السمستر؟,"ال AI من المواد اللي اقرب شوية للرياضيات اما ال DSA فهي مادة برمجة C++ ف ما لهم علاقة ببعض, لو لسى ما اخذت OS خذها مع ال DSA فيهم ترابط بسيط جميل","['AI', 'DSA', 'سمستر', 'ترابط']",2024-06-26
Professor Evaluation,Academic,كيف الدكتور Muhamad Razib bin Othman في الـ App Dev؟,لو عندك ٤ ارجل اهرب فيهم كل الي اعرفهم أخذوا عنده يذموه,"['Muhamad Razib bin Othman', 'App Dev', 'دكتور']",2024-06-26
