topic,category,question,answer,keywords,timestamp
Resources for Research Papers,Academic,كيف ابحث عن الاوراق البحثية والمشاريع تبع طلاب utm؟ هل في قاعدة بيانات لهذي الابحاث؟,هذا موقع يحوي كل الثيسس لطلاب الجامعة: [link]. بالنسبة للأوراق ما تقدر تنزلها الا من مواقع المجلات ودور النشر اللي تم النشر فيها.,"['Research Papers', 'Students', 'Database']",2025-01-10
Online Study Survey Completion,Academic,هل في طريقة للتحويل من حساب rhb لأي حساب بنكي سعودي أو stc pay يعني من ماليزيا للسعودية؟,يجب أن تعبي الاستبيان وتقول أنهم يريدون أن تكون الدراسة كلها أونلاين قبل العيد.,"['تحويل', 'حساب RHB', 'ماليزيا', 'السعودية']",2025-01-13
International Office Email Inquiry,Student Life,ممكن إيميل مكتب الانتروناشنال.,iscjb@utm.my,"['مكتب الانتروناشنال', 'إيميل', 'UTM']",2025-01-13
Health Clinic Hours Inquiry,Student Life,عيادة الجامعة متى تفتح؟,تفتح 8.,"['عيادة', 'ساعات العمل', 'جامعة']",2025-01-15
Microsoft Applications Distribution Procedures,Academic,يا شباب أحد يعرف إذا utm digital فاتحين اليوم، وش هي إجراءاتهم عشان يعطوك تطبيقات مايكروسوفت؟,لا توجد تفاصيل دقيقة حول الإجراءات. يمكنك الذهاب لهم لمعرفة المزيد.,"['UTM Digital', 'تطبيقات مايكروسوفت', 'إجراءات']",2025-01-17
Next Semester Start Date,Academic,السمستر الجاي متى يبدأ؟,17 مارس.,"['بداية السمستر', 'التقويم الأكاديمي', 'UTM']",2025-01-17
Visa Exit and Return Fees,Visa/Immigration,هل زادت رسوم تأشيرة الخروج والعودة للسعودية؟,الاصدار 200 لشهرين وبعدها كل شهر 100 هذا لو طلعتها قبل السفر وأنت داخل المملكة، لكن لو تمدد وأنت خارج يتضاعف السعر يصير 200 لكل شهر.,"['تأشيرة', 'السعودية', 'رسوم', 'هجرة']",2025-01-18
Bank Account Opening Requirements,Student Life,ما هي متطلبات فتح حساب في Maybank؟,"أنت بحاجة إلى (offer letter, supporting letter, student pass, EMGS Approval, والجواز).","['فتح حساب', 'Maybank', 'متطلبات', 'البنك']",2025-01-18
Bank Account Setup,Academic,What documents do I need to open a bank account?,"You'll need to bring the following: offer letter, supporting letter, student pass, EMGS Approval, Passport, Confirmation Letter, matric card hard copy (face/back), and 250rm to be deposited to the account. Make sure to print all documents in color and bring the original passport and student pass as they will be required at the bank.","['bank account', 'documents', 'open account']",2025-01-18
Student Visa Options,Visa/Immigration,What types of visas or residency can I obtain from the Yemeni embassy as a non-graduated student?,"If your student visa has expired, you'll need to inquire directly with the Yemeni embassy regarding available residency options suitable for students.","['visa', 'Yemeni embassy', 'student residency']",2025-01-18
Exam Preparations for Foundation Students,Academic,How can foundation students prepare for their final exams?,"YSAG is organizing in-person review sessions for the final exam in various subjects, including Chemistry, Programming Techniques, and Mathematics. Dates and times for the sessions are provided in the announcements.","['final exam', 'review sessions', 'foundation students']",2025-01-19
Changing Visa Status Duration,Visa/Immigration,How long does it take from applying for a visa renewal to receiving the passport?,The duration for visa renewal may vary. It is recommended to check directly with the relevant authorities or the university’s student services for the precise timeline regarding application to passport return.,"['visa renewal', 'passport', 'timeline']",2025-01-20
Booking Yemenia Airlines Flight,Student Life,How do I book a Yemenia Airlines flight from Malaysia?,"To book a Yemenia Airlines flight from Malaysia, check directly on their official website or through travel booking platforms. Prices may vary, so it’s advisable to compare options.","['Yemenia Airlines', 'booking', 'flight']",2025-01-21
Final Exam Preparation for Computer College,Academic,ما هي تفاصيل دروس التقوية لمادة 'Dsecret Structure'؟,تعلن YSAG في الاتحاد اليمني في جامعة UTM عن تنظيم دروس تقوية حضورية لمراجعة *FINAL EXAM* لمادة 'Dsecret Structure' تحت إشراف المحاضر أسامة الحسام. التاريخ: الأربعاء 22/1/2025، الوقت: 5:00 مساءً، الموقع: N28a Tutorial 4.,"['دروس تقوية', 'Dsecret Structure', 'FINAL EXAM', 'أسامة الحسام']",2025-01-22
Final Exam Preparation for Foundation Students,Academic,ما هي تفاصيل دروس التقوية لمادة 'MATH'؟,تعلن YSAG في الاتحاد اليمني في جامعة UTM عن تنظيم دروس تقوية حضورية لمراجعة *FINAL EXAM* لمادة 'MATH' تحت إشراف المحاضر يوسف رمضان. التاريخ: الأربعاء 22/1/2025، الوقت: 5:00 مساءً، الموقع: N24 -BS1.,"['دروس تقوية', 'MATH', 'FINAL EXAM', 'يوسف رمضان']",2025-01-22
Final Exam Preparation for Chemistry Students,Academic,ما هي تفاصيل دروس التقوية لمادة 'الكيمياء - حل اختبارات'؟,تعلن YSAG في الاتحاد اليمني في جامعة UTM عن تنظيم دروس تقوية حضورية لمراجعة *FINAL EXAM* لمادة 'الكيمياء - حل اختبارات' تحت إشراف المحاضر مهند الصبري. التاريخ: الخميس 23/1/2025، الوقت: 8:30 صباحاً، الموقع: N24 -BS1.,"['دروس تقوية', 'الكيمياء', 'FINAL EXAM', 'مهند الصبري']",2025-01-23
Final Exam Preparation for Electrical Engineering Students,Academic,ما هي تفاصيل دروس التقوية لمادة 'ELECTRIC DEVICES AND CIRCUITS'؟,تعلن YSAG في الاتحاد اليمني في جامعة UTM عن تنظيم دروس تقوية حضورية لمراجعة *FINAL EXAM* لمادة 'ELECTRIC DEVICES AND CIRCUITS' تحت إشراف المهندس عمر باتيس. التاريخ: الجمعة 24/1/2025، الوقت: 5:00 مساءً، الموقع: STUDENT UNION BUILDING.,"['دروس تقوية', 'ELECTRIC DEVICES AND CIRCUITS', 'FINAL EXAM', 'عمر باتيس']",2025-01-24
Cancelling Student Visa Inquiry,Visa/Immigration,كيف يمكنني إلغاء فيزة الطالب؟,يرجى التواصل مع دائرة الهجرة أو قسم الطلاب الدوليين في الجامعة للحصول على الإجراءات الصحيحة لإلغاء فيزة الطالب.,"['إلغاء الفيزا', 'فيزا الطالب']",2025-01-21
Bank Verification Requirement,Other,ما هي الوثيقة المطلوبة لفتح حساب في البنك؟,تحتاج إلى ورقة إثبات من إدارة التعليم والتي يمكن الحصول عليها من بوابة UTM. تقدم عليها وعادةً ما تصدر في غضون يومين.,"['فتح حساب', 'ورقة إثبات', 'إدارة التعليم', 'UTM']",2025-01-24
Bank Account Opening Process,Visa/Immigration,ايش هاذي ورقه الايمرقيشن ؟,اتوقع قصدك ذي. هذي تاخذها من UTM portal. تقدم عليها طبيعي وتطلع لك في يومين.,"['البنك', 'ورقة', 'الإيميجريشن']",2025-01-24
Choosing a Bank for Students,Student Life,اي بنك رحت؟,عندك اختيارين والي الطلاب كلهم يتجهون له حساب RHB or MAYBANK.,"['حساب بنكي', 'RHB', 'MAYBANK']",2025-01-24
Documents Required for Bank Account,Visa/Immigration,هل أحد يعرف عن موضوع تطعيمات فيزا العمرة الي يعرف ممكن يفيدنا ايش هي التطعيمات ومن وين ناخذها في ماليزيا جوهور.,الي اعرفه انه تطعيم واحد لو انك جاي من ماليزيا. اسمه تطعيم الحمى الشوكية النيسيريه. تلقاه في عيادة الجامعه ب160 رنقت تقريبا.,"['تطعيمات', 'فيزا', 'العمرة']",2025-01-25
Visa Application and Submission Timing,Visa/Immigration,اذا عندي معامل مع تجديد الفيزا وباقي ما ارسلوا لي على التسليم هل اقدر اسافر واستلم الفيزا من السفارة في جدة او لا؟,لا لازم تسلم جوازك هنا.,"['تجديد الفيزا', 'سفارة', 'استلام']",2025-01-25
Master's Program IELTS Requirement,Academic,لطلاب الماستر مطلوب 5.5 ولا 6 بالايلتس؟,6.,"['ماجستير', 'IELTS', 'متطلبات']",2025-01-27
Deadline for Language Requirement Submission,Academic,متى آخر موعد اقدر اسلم شرط اللغه؟,قبل ما يبدأ السمستر الثاني يعني عاد باقي معك شهر ونص إلى شهرين.,"['شرط اللغة', 'موعد', 'تسليم']",2025-01-26
Processing Time for UTMi,Visa/Immigration,اذا سلمت جوازي ل utmi كم ياخذوا تقريبا عشان يرجعوه؟,اقل شي اسبوعين.,"['الجواز', 'UTMi', 'مدة المعالجة']",2025-01-28
Finding Shipping Options from Kuala Lumpur to Johor,Other,شباب احد يعرف كيف اوصل غرض من كوالالمبور لين جوهور؟,خلي احد يرسل لك الغرض مع باصات السفر وانت استلمها منه هنا.,"['شحن', 'كوالالمبور', 'جوهور']",2025-01-26
Passport Renewal Process,Visa/Immigration,كيف أعرف إذا جوازي تم تجديده و خلاص جاهز؟,بيجيك ايميل من utmi يقولك ان الجواز جاهز عشان تاخده.,"['passport', 'renewal', 'ready']",2025-01-31
Passport Processing Time,Visa/Immigration,كم تأخذ المعاملة تقريبًا بعد الدفع للجواز؟,المعاملة تاخذ اسبوعين تقريبًا.,"['passport', 'processing', 'time', 'two weeks']",2025-01-31
Clinic Availability,Student Life,وين في مستوصف قريب حول الجامعة؟,جرب هالمكان: https://maps.app.goo.gl/2cBW1LrvSCydQg7u9?g_st=com.google.maps.preview.copy,"['clinic', 'medical', 'university', 'location']",2025-01-30
UTMi Operating Hours,Other,دوامهم كيف يوم الجمعة؟,من ٨:٣٠ إلى ١٢.,"['UTMi', 'operating hours', 'Friday']",2025-01-30
Sports Events Participation,Student Life,هل فيه فعاليات غير الكورة؟,ادخل خذ لك لفة الفعاليااات مره كثيرة.,"['events', 'sports', 'participation']",2025-01-29
