topic,category,question,answer,keywords,timestamp
TOEFL and IELTS Preparation,Academic,هل فيه قد اختبر توفل?,ما قد اختبرت توفل لكن ما يعادلها فالايلتس ٥.٥ مش صعبه حضر كويس وسوي اختبارات تجريبيه اونلاين وامورك تمشي بإذن الله.,"['TOEFL', 'IELTS', 'test preparation']",2025-02-15
IELTS Practice Tests,Academic,ايش اسم الموقع الي اقدر اجرب فيه اختبار تجريبي؟,https://ieltsonlinetests.com,"['IELTS', 'practice tests', 'online testing']",2025-02-15
Bus Departure Timing,Student Life,هل بيحصل مشكلة إذا جيت في خلال نص ساعة الأخيرة؟,لا مشكلة بس اعمل حسابك لاقل شيئ ربع ساعة يحتاج وقت من شان لما تدخل الكاونتر توريهم الحجز ويشيكوه ويعطوك تذكرة وياخذوا تقريبا رينجت او 2.,"['bus', 'departure time', 'traveling']",2025-02-16
Registration for Foundation Semester,Academic,هل اقدر اسجل في سمستر الفونديشن اونلاين او لازم اروح لين عندهم?,لا يوجد إجابة دقيقة للقاعدة هنا.,"['foundation semester', 'registration']",2025-02-16
Visa Application Issues,Visa/Immigration,ابغى اعرف اذا فيه واحد واجه نفس هذي المشكلة وكيف حلها?,الكليه و utmi قالوا مافي مشكلة المهم انك تاخذ ورقة خاصة من عندنا توضح الموضوع.,"['visa', 'academic advisor', 'issues']",2025-02-18
Dr. Inquiry for PhD,Academic,هل في أحد تخصصه Electrical Power Engineering او يعرف احد تخصصه كذا يا ليت يتواصل معاي خاص.,عندك الرابط هذا فيه ٣٤ دكتور يخص الباور.,"['PhD', 'Electrical Power Engineering', 'university faculty']",2025-02-17
Deadline for Bridging Registration,Academic,كيف اعرف متى اخر يوم للتسجيل ف البريديج?,الأفضل تتواصل مع المكتب الخاص بالكلية لأنه التغيير من عندهم.,"['bridging program', 'registration deadline', 'academic advisor']",2025-02-20
Bridging Program Registration Inquiry,Academic,متى اخر موعد للتسجيل في البريدجينغ؟,نعم,"['Bridging', 'التسجيل', 'موعد']",2025-02-23
Visa Renewal Process for Students,Visa/Immigration,كيف الحال شباب فيزتي بتنتهي ١٠/٤ وحاليا أنا في اليمن هل لازم ارجع ماليزيا لاجراءات التجديد ولا اقدر اقدم من الموقع بعدين ارجع لما يبقى أسبوع على انتهاء الفيزا؟,كل اجرائات التجديد اونلاين ماعدا الإجراء الخير وهو تسليم الجواز.,"['فيزا', 'تجديد', 'ماليزيا']",2025-02-24
Master's Student Late Arrival,Academic,في طالب ماجستير سجل على أساس يبداء في ترم شهر مارس وقد طلع eVAL وكل أوراقة جاهز بس بسبب ظروف معينة لن يستطيع الوصول الى ماليزيا الا بعد بداية الدراسة بأسبوع هل في اي إشكالية عليه؟,لا,"['ماجستير', 'الدراسة', 'تسجيل']",2025-02-24
Assistance with an Assignment,Academic,لو سمحتم عندي واجب واحتاج احد يساعدني ويضبط لي الصيغه والأخطاء الاملائية.,إذا كان هناك أحد يمكنه المساعدة، يرجى التواصل بشكل خاص.,"['واجب', 'مساعدة', 'تصحيح']",2025-02-22
Foundation Exam Application,Academic,شباب كيف اقدم على اختبار الفوندشن؟,أمسح الكود هناك وسجل معلوماتك وخلاص اعتقد بيدخلك على الموقع ويطلب منك الماترك وكلمة مرور فا ادخل الماترك في الاثنين وبعدها معلوماتك واختار السكشن.,"['اختبار', 'فوندشن', 'تقديم']",2025-02-27
Exam Resit Inquiry,Academic,لو سويت اعادة تصحيح هل ممكن تنقص الدرجه؟!,لا ما تنقص، يا اعلى او تظل نفس ما هي. لكن خلاص تقفل التقديم من ٤ ايام اصلا.,"['اعادة تصحيح', 'درجات', 'استفسار']",2025-02-27
CCNA Certification Exam,Academic,فيه دوره اسمها ccna وعليها اختبار وشهادة من سيسكو؟ متى مثلا يقدر يختبر وكيف طريقتهم وسعره؟,معلوماتي هذي دوره تجيب وظيفه على طول خاصة في أميركا.,"['CCNA', 'اختبار', 'شهادة', 'سيسكو']",2025-02-28
Travel Requirement after University Processing,Other,لو سمحتم عندي استفسار انا جوازي سلمته للجامعه قبل فتره عشان المعامله والحين خلص ف وش المتطلبات الي بعد م استلم الجواز احد يقدر يفيدني?,لا توجد إجابة واضحة.,"['جواز', 'معاملة', 'سفر']",2025-02-28
Ramadan Start Date Confirmation,Other,احد عنده خبر متى اول رمضان؟,اليوم الرؤيه الرسميه للهلال بالليل ان شاء الله نعرف.,"['رمضان', 'تاريخ', 'رؤية الهلال']",2025-02-28
