topic,category,question,answer,keywords,timestamp
Professor Evaluation for Applied Thermodynamics Course,Academic,يا شباب كيف هذولا ابلايد ثرمو,شرح ابو ريال و الدرجات انت و حظك ضروري تضبطها,"['Applied Thermodynamics', 'teaching style', 'grading']",2021-10-12
Professor Evaluation for Statistics Course,Academic,درستني ستاتيستك سيئة,درستني ستاتيستك سيئة,"['Statistics', 'teaching style', 'grading']",2021-10-12
Course Amendment and Section Change,Academic,Course amendment يفتح بكره ياشباب؟,على م اعتقد الي في سمستر ١ فتح معاهم بس,"['course amendment', 'semester 1', 'section change']",2021-10-16
Course Amendment and Section Change,Academic,ابغى اسجل كورس يطلعلي كذا حد عنده خلفيه,انت مسجل لها؟ تاكد تشتي تغير سكشن صح؟ احذف السكشن الاول ودخل الجديد,"['course registration', 'section change', 'delete section']",2021-10-17
Professor Evaluation for Statistics,Academic,هل في احد اخذ عندها ستاتيستكس,انا خذت مع الدكتور هذا من قبل ماث ١ بداية الكورونا كان لا بأس فيه ماعرف كيف شرحه حق الستاتيستكس بس يعطيك حقك للامانه,"['statistics', 'professor evaluation', 'math 1']",2021-10-16
Professor Evaluation for Academic Communication Skills,Academic,شباب افضل دكتور لل academic communication skills??,قريبي درس عنده قال انه دكتور اسطوري 😅,"['academic communication skills', 'professor evaluation']",2021-10-16
Professor Evaluation for Dynamics,Academic,شباب اي من ذولا الافضل لل dynamics?,درب الماده ولا تاخد معها,"['dynamics', 'professor evaluation']",2021-10-16
Professor Evaluation for English,Academic,شباب تعرفوا دكتور انجلش كويس؟,اذا انقلش ٢ واحدة اسمها روزيني ابراهيم,"['english', 'professor evaluation']",2021-10-17
Professor Evaluation for Solid II,Academic,Solid II حد اخذ معه؟,ممتاز شرحه جداً، يعطيك حقك واختباراته تجي نفس شرحه تماماً,"['solid II', 'professor evaluation']",2021-10-16
Professor Evaluation for Fluid 1,Academic,فلويد 1 حد احد عند واحد من ذولا واذا فيه دكتور كويس عطوني اسمه,هذا ممتاز,"['fluid 1', 'professor evaluation']",2021-10-16
Professor Evaluation for Technology Thinking,Academic,technology thinking اي احد يعرفها؟,لا تفكر تروح عندها,"['technology thinking', 'professor evaluation']",2021-10-16
Professor Evaluation for Emerging Technologies and Management,Academic,"من درس مع أحد الدكاترة هؤلاء NOR HASRUL AKHMAL BIN NGADIMAN, INTAN ZAURAH BINTI MAT DARUS, SRITHAR A/L RAJOO الكورس EMERGING TECHNOLOGIES AND MANAGEMENT",دكتورة محترمة وماتهتم للحضور درست عندها ديزاين بس طريقة تقييمها للدرجات كانت شوي غريبة لكن طيبة وتعطيك فرص اذا تاخرت عن بروجيكت,"['emerging technologies and management', 'professor evaluation']",2021-10-15
Professor Evaluation for Malaysian Culture,Academic,بالنسبة للثقافة الماليزية كيف الدكتورة Dr. Faizah binti Mohd Fakhruddin,انا اخذت معها بصراحه يوم كانت طيبه و متفاهمه معي بس المشكله انه اصحابي اخذوا معها في نفس الفصل الدراسي و كلهم اشتكوا منها 😅,"['malaysian culture', 'professor evaluation']",2021-10-15
Professor Evaluation for Product Innovation & Development,Academic,"من درس مع أحد الدكاترة هؤلاء NOR FASIHA BINTI MOHD YUSOF, AINI ZUHRA BINTI ABDUL KADIR لكورس PRODUCT INNOVATION & DEVELOPMENT",دكتورة محترمة وماتهتم للحضور درست عندها ديزاين بس طريقة تقييمها للدرجات كانت شوي غريبة لكن طيبة وتعطيك فرص اذا تاخرت عن بروجيكت,"['product innovation & development', 'professor evaluation']",2021-10-15
Professor Evaluation for Math 2,Academic,دكتوره فريده كيف وضعها بالدرجات والحضور والاسايمنتات ماث٢,هذولا احد يعرف عنهم شيء,"['math 2', 'professor evaluation']",2021-10-16
Course Section Change,Academic,ابغى اسجل كورس يطلعلي كذا,احذف السكشن الاول ودخل الجديد,"['كورس', 'سكشن', 'حذف', 'تغيير']",2021-10-17
Course Section Change Confirmation,Academic,اعمل سبمت بعد الحذف؟,اذا قدك خلاص متاكد سوي سبمت,"['سبمت', 'حذف', 'تغيير سكشن']",2021-10-17
Professor Evaluation,Academic,دكتوره ام كلثوم اخبارها ايه؟,لا تروح عندها شرحها مره سيء و تخسفك في التصحيح,"['دكتوره ام كلثوم', 'شرح', 'تصحيح']",2021-10-17
Professor Evaluation,Academic,دكتور نور هدايات ونور بن موسي أخبارهم ايه؟,اهرب منه هدايات هذا,"['دكتور نور هدايات', 'نور بن موسي', 'تقييم']",2021-10-17
Course Information Request,Academic,شباب اللي معاه Course information *mathematics II* يرسل لي,https://t.me/joinchat/hOVnUF1-QvcyZjM9,"['mathematics II', 'course information', 'رابط']",2021-10-17
Credit Transfer Application,Academic,شباب مين معاه Credit Transfer Form؟,"APPLICATION FOR CREDIT TRANSFER OF COURSE UHLB1112

For your information, new students are eligible to apply for credit transfer for the UHLB1112 course.

Minimum Requirements for UHLB1112 Credit Transfer:
MUET = Band 4 and above
IELTS = 5.5 and above
TOEFL = 525 and above
TOEFL (iBT) = 60 and above
CEFR = Level B2

Students are required to submit an application through the google form provided.

Thank you.

Google form link : https://forms.gle/q74QT35QCCaPAtwQ7","['credit transfer', 'UHLB1112', 'application', 'google form']",2021-10-17
Professor Evaluation,Academic,عمران بن الياس كويس للسوليد ٢ يا شباب؟,هوا كويس بس انا اهذتها حضوري عنده الشباب قالو انو ما يعرف يشرح اون لاين,"['عمران بن الياس', 'سوليد ٢', 'تقييم']",2021-10-20
Course Schedule Request,Academic,احد عنده جدول اللغه ULAB3162,,"['ULAB3162', 'جدول', 'English for pro purposes']",2021-10-20
Course Instructor Feedback,Academic,عمران بن الياس كويس للسوليد ٢ يا شباب؟,هوا كويس بس انا اهذتها حضوري عنده الشباب قالو انو ما يعرف يشرح اون لاين,"['عمران بن الياس', 'سوليد ٢', 'حضوري', 'شرح']",2021-10-20
Course Grading,Academic,طيب بالنسبه للدرجات؟,يعطيك حقك,"['درجات', 'حقك']",2021-10-20
Course Schedule Inquiry,Academic,السلام عليكم شباب، احد عنده جدول اللغه ULAB3162,English for pro purposes,"['جدول', 'ULAB3162', 'English for pro purposes']",2021-10-20
Course Registration Information,Academic,سلام عليكم ياشباب، بالنسبة للسكاشن اللي ماسكينها دكتورين ، كلام الدكتور حسبالله، الدكتور الاول يمسك اول ٨ اسابيع والثاني الباقي,كل التوفيق👍🏻,"['سكاشن', 'دكتورين', 'حسبالله', '٨ اسابيع']",2021-10-20
Course Instructor Feedback,Academic,شباب هو عبد القهار للفلويد يشرح حضوري ولا لا؟,هذا ممتاز جدا,"['عبد القهار', 'فلويد', 'حضوري']",2021-10-20
Course Registration Inquiry,Academic,سلام عليكم ياشباب ، حد عنده رابط Amendment course with penalty?,وعليكم السلام جرب تكلم الادفايزور حقك بيعطيك اياه,"['رابط', 'Amendment course', 'penalty', 'ادفايزور']",2021-10-26
Graduation Requirements,Academic,السلام عليكم .. الطلاب الي قريب ويتخرجوا وباقيلهم دورات تبع professional communications skills. فتح التسجيل من قبل امس تقريبا,معلومة بسيطة للطلاب الجدد ، في خمس دورات لازم تسجلها قبل التخرج ، ثلاث دورات تكون اجبارية واثنين اختيارية. زي ماهو موضح في الصورة.,"['دورات', 'professional communications skills', 'تسجيل', 'اجبارية', 'اختيارية']",2021-10-28
Course Code Verification,Academic,يا شباب الكود مش نفس الكود الي في الهاندبوك عادي ولا؟,لا علما كان يكلمني الادفايزر ضروري تتاكد من الكود ولا ما بتنحسب لك المادة,"['كود', 'هاندبوك', 'ادفايزر', 'مادة']",2021-10-29
Course Registration Inquiry,Academic,ذي الكورسيات يمديك تشيلها سوا كلها ال ٥ ؟ وفي اي سمستر يمديك تشيلها ولا لاوصلت سمستر محدد تبدا تشيلها,بس لطلاب السنه الثالثه و الرابعه اعتقد 😅 و ايوا تقدر تاخذهم كلهم في نفس الفصل,"['كورسيات', 'سمستر', 'سنة ثالثة', 'سنة رابعة']",2021-10-29
