topic,category,question,answer,keywords,timestamp
Trigonometry Definitions,Academic,هي sec عبارة عن 1/cos و cosec عبارة عن 1/ sin صح ام لا ممكن اعرف ايش هذه sec هو في sin cos and tan what is sec means?,Sec : 1/cos و cosec مكعوسة sin,"['trigonometry', 'sec', 'cosec', 'sin', 'cos']",2024-09-28
University Section Selection,Academic,شباب كيف اعرف الدكاترة الي في السيكشن الي بسجل فيه,تقريبا بتعرف في بداية السمستر,"['university', 'section', 'lecturers', 'semester']",2024-09-29
Mechanical Engineering Course Feedback,Academic,إلا على طاري السنتين في مادة اسمها الثيرمودك زي كذا مدري كيف هي سهلة ولا صعبه,بسيطه يرجال الثيرمو اهم شي انت ذاكر اول بأول,"['mechanical engineering', 'thermodynamics', 'course difficulty']",2024-09-27
Bridging Semester Attendance,Academic,من وين اطلع الحضور حق سمستر البريدجنق ما ارسلو شي في الايميل,راسلهم ايميل وبيرسلوا لك,"['bridging semester', 'attendance', 'email']",2024-09-29
Grading System Explanation,Academic,شباب الd+ تعتبر فوق الاربعين صح ولا كيف؟,يب اخر درجه للنجاح,"['grading system', 'D+', 'passing grade']",2024-09-29
Course Registration and Section Selection,Academic,يا شباب كيف اختار السكشن الي ابغاه وهل هم يحطوني على كيفهم,بتقدر تختار المواد و السكشن من موقع myutm portal,"['course registration', 'section selection', 'myutm portal']",2024-09-30
Section Change Inquiry,Academic,اقدر اختار على كيفي ولا لازم التزم بالجدول الي ارسلوه,تقدر تغير السكشن عادي. انت داوم اول أسبوع وشوف كيف .. اذا قدرت تغير في ال amendment.,"['سكشن', 'جدول', 'amendment', 'تغيير']",2024-09-30
Section Change Inquiry,Academic,شباب في القايدلاين مكتوب كذا فكأنوا لازم نحط السكشن نفس الي عند اسامينا مو احنا نختار بكيفنا,تمام سوي كذا .. بعدين بال amendment اللي هو تقريبا حيكون بدايةً من الأسبوع الجاي ، اذا مداك تغير سكشن غير..,"['سكشن', 'القايدلاين', 'amendment']",2024-09-30
Section Change Inquiry,Academic,يا جماعه الموقع معلّق له ساعتين مو شغال لما اجي اضغط عالابلكيشن في حل,ادخل الموقع من متصفح ثاني. شويه وجرب مره ثانيه.,"['موقع', 'معلق', 'متصفح']",2024-09-30
Section Change Inquiry,Academic,يا جماعة اذا احد فتح معه الموقع يخبرنا,Https://my.utm.my. My utm portal.,"['موقع', 'my.utm.my', 'portal']",2024-09-30
Section Change Inquiry,Academic,متى يقفل التسجيل ؟,بكره المفروض.,"['تسجيل', 'يقفل', 'بكره']",2024-09-30
Section Change Inquiry,Academic,المتأخرين يقدروا يسجلوا اول ٤ ايام دراسة كل مادة غرامة ١٠٠ زيما مكتوب,نعم للطلاب الجدد يقفل بكره.,"['تسجيل', 'متأخرين', 'غرامة']",2024-09-30
Section Change Inquiry,Academic,يا شباب اللي خلص البريدجنق وبيبدأ في ال biomedical ومو عارف ايش يسوي يتواصل معي خاص,Https://my.utm.my.,"['biomedical', 'بريدجنق', 'تواصل']",2024-09-30
