topic,category,question,answer,keywords,timestamp
Renewing Internet Subscription,Other,كيف اكنسل اشتراك الانترنت واسترجع الديبوزت حق gigabit fiber؟,اذا كان النت الياف وكاتب الاشتراك بإسمك وتبي تكنسله اتوقع مستحيل يرجعون الديبوزت لك ولازم تكمل الاشهر الباقيه عليك.,"['اشتراك الانترنت', 'ديبوزت', 'غيغابيت فايبر']",2024-03-13
Contacting Academic Office,Academic,احد عنده رقم الاكاديمك اوفيس لكلية السيفل؟,fka-ug@utm.my,"['الاتصال', 'مكتب أكاديمي', 'كلية السيفل', 'بريد إلكتروني']",2024-03-13
Travel Ticket Requirements,Visa/Immigration,هل يوجد طريقة اقدر اطلع فيها تذكرة سفر وهمية؟,لازم تدفع عليها حول ال ١٥٠ رنجت.,"['تذكرة سفر', 'إجراءات سفر', 'ماليزيا']",2024-03-13
Visa Requirements for Yemeni Students,Visa/Immigration,هل يقدر يرجع ماليزيا سياحة ؟ وهل لازم يطلع فيزا او ايش المتطلبات قبل ما يجي?,حسب كلام ال UTMi لي، اذا رجع سياحة مافي اي مشكلة، بس يتأكد من طلبات فيزة السياحة.,"['ماليزي', 'سياحة', 'فيزا']",2024-03-16
Obtaining a Bank Account as a Yemeni Student,Student Life,عندي سال بنك CIMB يفتح للطلاب اليمنين?,للأسف لا، لكن حاول في RHB او Maybank.,"['بنك', 'CIMB', 'طلاب يمنيين']",2024-03-16
Electrical Work Availability in Melawis,Other,هل في واحد يصلح كهرباء في ميلاوس؟,تم توفير معلومات الاتصال بشخص مؤهل.,"['كهرباء', 'ميلاوس', 'خدمات']",2024-03-15
Change of Visa Status After Studies,Visa/Immigration,هل بعد انتهاء الفيزا الدراسية يجب أن أكنسله؟,المفروض تبلغ الجامعة انه خلص و يرسل لهم صورة ختم الخروج من ماليزيا.,"['فيزا', 'الدراسة', 'الجامعة']",2024-03-16
MVU Amendment Opening Dates,Academic,الساعة كم بيفتحوا ال Amendment؟,يوم ٢٤.,"['تعديل', 'مدة', 'فتح']",2024-03-16
Finding Schedule for English Course,Academic,شباب احد عنده جدول انجلش 2 uhlb2122 حق كلية الكهرباء؟,تم توفير رابط للجدول.,"['جدول', 'انجليزي', 'كلية الكهرباء']",2024-03-16
Getting Traffic Violations Information,Other,كيف اشوف مخالفات المرورية؟ وهل المرور ينقل ملكية السيارة بمخالفاتها ولا لازم تسدد؟,تقدر تسجل في موقع PDRM و بعدين تشيك برقم اللوحة و الجواز.,"['مخالفات', 'مرورية', 'سيارة']",2024-03-15
Visa Renewal Fees,Visa/Immigration,السلام عليكم ، كم رسوم تجديد الفيزا؟,أنا مجدد الفيزا قبل فتره ب 803.4 رنجت,"['visa', 'renewal', 'fees']",2024-03-20
Payment Processes for University Fees,Academic,ياشباب كيف اعرف اذا علي رسوم للجامعه ؟؟,من موقع الجامعه تلقاها قدامك اول ما تخش,"['university fees', 'payment', 'checking fees']",2024-03-18
Internet Service Quality in Malaysia,Other,السلام عليكم ، يخوان الي عنده خبره في النت هل Unifi كويسه؟,نعم هي الام في ماليزيا وهي الي تدعم باقي الشركات وتدي لها نت لانها تابعه لوزاره الاتصالات MCMC,"['internet', 'Unifi', 'quality']",2024-03-21
Discounts on Traffic Violations,Student Life,اذا اول مره تخالف روح سدد خلال اول ٣ ايام وقلهم اول مره اخالف ، بيعطوك ٥٠% تخفيض يمكن تدفع RM25 بس,إذا الدباب معك روح للمكتب وسدد المخالفة,"['traffic violation', 'discount', 'payment']",2024-03-20
AI Applications Survey Participation,Academic,هل يمكنكم مساعدتي في ملئ الاستبيان حول استخدام تطبيقات الذكاء الاصطناعي؟,لمن يستخدم أي نوع من تطبيقات الذكاء الاصطناعي، أرغب في دعوتكم لملئ الاستبيان على هذا الرابط: https://docs.google.com/forms/d/e/1FAIpQLSeCSZ14Wil3W0d9njWHQzk38UGkZ1aY3WsiBFxDJ80XBe5bVg/viewform. نقدر تعاونكم ومشاركتكم القيمة.,"['الذكاء الاصطناعي', 'استبيان', ' المشاركة']",2024-03-23
Class Section Change Inquiry,Academic,كيف يمكنني تغيير قسم مادة معينة إذا لم أستطع رؤية أسماء أو صور الدكاترة في النظام؟,يمكنك العودة لقائمة الدكاترة التي تنشرها الكلية. تأكد فقط من أنه ليس هناك تعارض مع مواعيد المحاضرات الأخرى.,"['تغيير قسم', 'مواد دراسية', 'الكليات']",2024-03-26
Bank Account Opening Requirements,Other,ما هي شروط فتح حساب في بنك Maybank؟,الوثائق المطلوبة هي ورقة من الجامعة وE-val.,"['فتح حساب', 'Maybank', 'شروط']",2024-03-26
Parking Information for Students,Student Life,هل يوجد مواقف للطلاب في P19a؟,يوجد موقف للطلاب بالقرب من P19.,"['مواقف', 'طلاب', 'P19']",2024-03-25
Foundation Mechatronics Examination,Academic,هل فيه احد قد اختبر الاختبار حق الفاونديشين ميكاترونيكس؟,هذا الاختبار يكون بدايه السمستر في اول اسبوع.,"['foundation', 'mechatronics', 'exam']",2024-03-29
Short Semester Details,Academic,احد يا شباب عنده فكرة عن الشورت سمستر كيف نظامه وهل واحد يقدر يدرس فيه؟,تقدر تاخذ المواد الجامعيه او مشروع التخرج ويفضل تتاكد من الكليه.,"['short semester', 'university', 'courses']",2024-03-31
Prayer Timing during Ramadan,Academic,يصَلُّون القيام في مسجد ديسا ولا لا؟,في ديسا يصلوا بس في بدع كثيره يسووها، شوف مسجد الجامعه او كولج بردانا اتوقع يصلي ٦ قيام.,"['prayer', 'Disa Mosque', 'Ramadan']",2024-03-31
