topic,category,question,answer,keywords,timestamp
Public Transportation in Johor,Student Life,كيف يمكنني التواصل مع باصات داخل جوهور ومعرفة خطوطها؟,يمكنك استخدام تطبيق Lugo لرؤية مواعيد ومسارات الباصات.,"['باصات', 'خطوط النقل', 'تطبيق Lugo']",2024-04-20
Bus Communication in Johor,Student Life,ممكن احد يقلي كيف اتواصل باصات داخل جوهور واعرف كيف خطوطها,في تطبيق اسمه lugo وتقدر تشوف بخرايط قوقل تضغط على محطة باص وبتطلع لك مواعيدها ومساراتها.,"['Johor', 'bus', 'transportation', 'routes', 'application']",2024-04-20
Final Exam Schedule,Academic,متى اجازة السنه وكم مدتها ؟,تنتهي اختبارات الفاينل لهذا السمستر ٢٧ يوليو وتبداء دراسه السنه الجايه من شهر اكتوبر.,"['final exam', 'schedule', 'academic year', 'July 27', 'October']",2024-04-20
Increased University Fees,Academic,لاحظت ان رسوم الجامعة حقي زادت 1000 رنقت عن المعتاد احد صارت له او صارت معاه من قبل؟ ومين المفروض اكلم او ايش اسوي؟,راسل البندهاري عالايميل ومستني منهم رد. ايميل البندهاري: bendahari-ukp@utm.my.,"['university fees', 'increase', 'contact', 'bendahari']",2024-04-21
Traveling to Malaysia with Expired Visa,Visa/Immigration,هل اقدر اجي على ماليزيا سياحة اذا فيزتي انتهت؟,تقدر.,"['Malaysia', 'expired visa', 'tourism']",2024-04-22
Weight Restrictions on Flights,Student Life,كم الوزن المتاح للطيران؟,في شنطة الشحن ما في مشكله لو أخذت معاك عسل او عطر او بخاخ شعر. لكن في الشنطه الذي بتاخذها معاك اقصد شنطه اليد ما يسمحون تاخذ فيها هذي الاشياء.,"['air travel', 'weight limits', 'baggage', 'liquids']",2024-04-23
توصيات للسفر والشنط,Visa/Immigration,إذا ليس لدي إقامة سعودية وأذهب إلى السعودية، هل يجب أن أملك تذكرة وهمية؟,نعم، يجب أن يكون معك تذكرة وهمية من السعودية إلى اليمن أو لبلد آخر، لأنه في حال عدم وجودها قد تواجه مشاكل في المطار.,"['تذكرة وهمية', 'سفر', 'السعودية']",2024-04-23
جدول الاختبارات,Academic,متى آخر يوم لجدول اختبارات البريدجنق؟,اختبارات البريدجنق دائمًا تكون في أول أسبوع من أسابيع الاختبارات.,"['اختبارات', 'البردجينق', 'جدول']",2024-04-24
وزن الشنط في Air Asia,Visa/Immigration,كيف أحجز طيران Air Asia مع شنط كبيرة؟,يمكنك إضافة الوزن الزائد عند شراء التذاكر أو عبر التطبيق، حيث ستكون الأسعار أعلى في المطار.,"['Air Asia', 'شنط', 'وزن']",2024-04-24
تعميد الشهادات,Academic,كيف أعمّد شهادتي من السفارة السعودية في كوالالمبور؟,يجب أن تختم الشهادة من وزارة التعليم العالي، الخارجية الماليزية، الملحقية اليمنية، والسفارة اليمنية، وإذا كنت ترغب في العمل في السعودية يجب أيضًا ختمها من السفارة السعودية.,"['تعميد الشهادة', 'السفارة السعودية']",2024-04-26
التحويل من باي بال إلى رنجت,Other,كيف يمكنني تحويل مبلغ من باي بال إلى رنجت؟,يمكنك إضافة بطاقتك المالية في تطبيق PayPal وسحب المبلغ، لكن سيكون هناك رسوم للتحويل.,"['باي بال', 'تحويل', 'رنجت']",2024-04-24
مواعيد الدراسة,Academic,متى ستبدأ الدراسة بعد الإجازة؟,ستعود الدراسة في أكتوبر، لكن لم يتم تحديد اليوم بالضبط.,"['الدراسة', 'التقويم الأكاديمي']",2024-04-26
نقل من جوهور إلى كوالالمبور,Other,ما هو أرخص وسيلة نقل من جوهور إلى كوالالمبور؟,الباص هو الأرخص، وتكلفته حوالي 35 رنجت.,"['نقل', 'جوهور', 'كوالالمبور']",2024-04-24
متطلبات التأشيرات للترانزيت,Visa/Immigration,هل أحتاج فيزا ترانزيت عند الدخول لإندونيسيا؟,نعم، تحتاج إلى فيزا إذا كنت قادمًا من الدول الأخرى.,"['فيزا', 'ترانزيت', 'إندونيسيا']",2024-04-24
شهادة حسن سيرة وسلوك,Academic,يا اخوان شهادة حسن سيرة وسلوك كم تاخذ عبال ماتطلع اتكلم عن اللي طلعوها الموقع، وهل فيه طريقة اطلعها بطريقة أسرع؟,حقيقي للأسف,"['شهادة', 'حسن سيرة وسلوك', 'طريقة أسرع']",2024-04-28
تسجيل الدخول للجامعة,Academic,ياخوان الجامعه متى يعطونا ID صار لهم شهرين وما عطونا وجه.,بودي أن أتواصل معكم في حال كانت هناك أي تحديثات من الإدارة.,"['ID', 'الجامعة', 'تأخير']",2024-04-29
ختم الشهادات,Academic,شباب فيه شركة او جهة تختم الشهايد من التعليم العالي و الخارجية الماليزية و السفارة؟,اعرف واحد شغال ف الحاجات ذي بس ياخذ مبلغ رمزي.,"['ختم الشهادات', 'التعليم العالي', 'السفارة الماليزية']",2024-04-28
السفر من ماليزيا,Visa/Immigration,هل ممكن طالب يسافر بلد غير اللي عنده إقامة فيها من ماليزيا مباشرة؟ ولا لازم يرجع بلده وبعدين يسافر من هناك؟,عادي جداً,"['السفر', 'إقامة', 'ماليزيا']",2024-04-29
