topic,category,question,answer,keywords,timestamp
Using iPad for Study,Student Life,هل تنصحوني اخذه او لا iPad 9th generation؟,ما راح يفيدك اذا كنت طالب IT. لكنه ممتاز للدراسة بوجه عام، خاصة مع تطبيقات مثل Notability.,"['iPad', 'study', 'Notability']",2024-10-12
Sourcing Notes and Study Materials,Academic,ممكن اعرف ايش يقصدون هنا وكيف ممكن اعدلها؟,ممكن تفتح السلايدات من اللاب توب وتحل على دفتر خارجي ولكن الأيباد أفضل لحل السلايدات مباشرة.,"['study materials', 'slides', 'notetaking']",2024-10-13
Tuition Fees for Summer Internship,Academic,الآن الي ياخذ انترشب في الصيف في اي كلية في الهندسة، كم حيدفع رسوم للجامعة؟,يعتمد على الكليه، دفعت 1200 والرسوم كانت 900 لكن رفعوا في كليتنا.,"['internship', 'tuition fees', 'engineering']",2024-10-15
Transition from Language to Bridging Program,Visa/Immigration,أنا طالب مسجل في utmkl وطُلب مني أخذ البريجنق في جوهور. ماذا أفعل لتحويل برنامجي؟,روح لل utm space الجهة المسؤولة على البريدجنق اشرحلهم وضعك وبيعطوك العلم. أرسل ايميل الى ugrad@utm.my لتحديث حالتك من طالب لغة الى طالب بريدجنج فقط + ارفق نتيجة الLinguaskill.,"['تغيير برنامج', 'بريجنق', 'Linguaskill']",2024-10-15
Visa Renewal Process,Visa/Immigration,هل سيجددون لي الفيزا سنة أم لحد متى؟,بالغالب التجديد مايكون سنه. وقد كان من قبل تعطيهم خطة دراسية على أساس أنك ستزيد سمستر، لكن الفترة الأخيرة صار تشديد في هذا الموضوع.,"['تجديد الفيزا', 'تخطط دراسية']",2024-10-18
Master's Degree Admission Requirements,Academic,كم مطلوب معدل البكالوريوس للتسجيل في الماستر؟,3 في UTM.,"['ماجستير', 'معدل قبول']",2024-10-16
Language Academy Alternatives,Academic,ايش افضل معاهد اللغة غير ال ELS وسعرها كويس في كوالالمبور؟,معهد ستارت فورد، أعتبره معهد ممتاز فيه اجانب كثير حاليا وتعليم ممتاز ورخيص.,"['معاهد لغة', 'كوالالمبور', 'ELS']",2024-10-17
University Bank Account Opening,Student Life,هل مناسب كطلاب قي جوهور انه نفتح حساب عندهم؟,إذا اضطريت وطلعت الراجحي عاد شوف احد اصحابك عنده ماي بنك او cimb وتودع في حسابهم ويحولوها لك.,"['بنك الراجحي', 'طلاب', 'فتح حساب', 'جوهر']",2024-10-20
Mid Semester Break Dates,Academic,متى الميد سميستر بريك؟,لم يتم تقديم الإجابة على السؤال.,"['ميد سميستر', 'إجازة']",2024-10-22
Weight Allowance for Flights,Other,اذا اعطوني ٣٠ كيلو في الطيران شيرلانكا هل اقدر حقيبتين في الشحن ولا حقيبة واحدة؟,نعم تقدر تاخذ حقيبتين.,"['الطيران', 'شحن', 'وزن']",2024-10-20
Repair Services,Student Life,احد يعرف مكان مصلح تلفونات قريب من ميلاتا و ميلاوس؟,تسلم.,"['تصليح', 'تلفونات']",2024-10-22
Health Advice for Eye Irritation,Other,ايش مشكلة حكه و العيون تصير حمرا ، بسبب الشاشة ولا الغبار؟,راجع طبيب مختص او اشتري قطر حق التحسس تلقاها في اي صيدليه.,"['صحة', 'عيون', 'حساسية']",2024-10-23
Ticket Transfer for Culture Day,Student Life,إذا في واحد اشترى التذكرة حق culture day بس تكون تذكرة premium وما عاد بيحضر الحفل يتواصل معي؟,لم يتم تقديم الإجابة على السؤال.,"['ثقافة', 'تذاكر', 'احتفالات']",2024-10-22
Online Classes and Holidays,Academic,هل يوم الخميس سيكون إجازة أو كلاسات أون لاين؟,الخميس اجازة رسمية، ولكن بعض الدكاترة قالوا إن الخميس سيكون أون لاين.,"['إجازة', 'كلاسات أون لاين']",2024-10-24
Deepavali Online Classes Schedule,Academic,ما هي مواعيد الدروس بسبب احتفالات ديبافالي؟,سيتم تنفيذ الأنشطة التعليمية عن بُعد في الفترة من 29 أكتوبر 2024 حتى 30 أكتوبر 2024.,"['Deepavali', 'Online classes', 'education']",2024-10-25
International Office Schedule,Student Life,هل الانترناشونال اوفيس مفتوح اليوم؟,ايوه مفتوح.,"['International Office', 'open', 'today']",2024-10-28
Cultural Event Time and Location,Other,ما هي الفعالية حق الثقافة العربية الساعة كم ووين موقعها؟,اليوم الأول من الساعة 2 الظهر إلى 10 المساء، يوم الجمعة القادمة. اليوم الثاني السبت ثلاث ساعات من 7 المساء إلى 10. الموقع هو DSI.,"['cultural event', 'Arabic culture', 'location', 'time']",2024-10-29
Visa Requirements for Singapore,Visa/Immigration,ما هي اجراءات الدخول إلى سنغافورة و إيش المتطلبات؟,طلع ورقة سفر إلى سنغافورا من السفارة، وتقدم على الفيزا عن طريق مكتب ب 160 تقريباً.,"['Singapore', 'visa', 'entry requirements']",2024-10-27
Required Form for Malaysia Entry,Visa/Immigration,شباب فورم الوصول إلى ماليزيا مطلوب تعبئته من الطلاب فقط ولا حتى السياح؟,السياح والطلاب الذين يأتون أول مرة يحتاجون إلى تعبئته.,"['Malaysia', 'entry form', 'students', 'tourists']",2024-10-29
