topic,category,question,answer,keywords,timestamp
Doctor Recommendation for Slip Disc,Student Life,يا شباب احد يعرف عياده تعالج الانزلاق و ما انزلاق، عياده عمود فقزي.,فيه طبيب صيني في تاراتاي خبير بالعلاج الطبيعي و يعالج الكسور .. و يأخذ مقابل دراهم معدوده.,"['عيادة', 'علاج طبيعي', 'عمود فقري']",2024-12-28
Final Examination Procedures,Academic,هل ممكن اخلي واحد يستلم جوازي من UTMi ولا لازم اروح بنفسي؟,ينفع بس ضروري تعطيه ال holding letter عشان يقدر يستلم الجواز.,"['استلام جواز', 'UTMi', 'إجراءات']",2024-12-29
Payment Process for University Fees,Academic,احد عنده طريقة او خطوات سداد الرسوم في UTM Portal؟,Image omitted.,"['سداد رسوم', 'UTM Portal', 'خطوات']",2024-12-29
Attendance Report for Bridging,Academic,من وين اقدر اجيب attendance report for bridging؟,من نفس الاوفيس تبع الكلية اللي انت فيها حاليا بالايميل تراسل معهم واطلبه.,"['attendance report', 'bridging', 'college']",2024-12-30
Absence Policy in Bridging Courses,Academic,كم لازم يكون عندك غياب في الماده في البريدجنق عشان ترسب فيها؟,ما يقل عن ٨٠ في المئة.,"['absence policy', 'bridging', 'fail']",2024-12-30
Consequences of Absence in Courses,Academic,هل الغياب يسبب رسوب في الماده؟,الغياب ما يسبب رسوب في الماده. ممكن تنحرم من دخول الفاينل + اذا كانت نسبه الحظور اقل من 80% غي إحدى المواد بيسبب لك مشاكل في تجديد الفيزه.,"['absence', 'course failure', 'renew visa']",2024-12-30
Exam Scheduling,Academic,هل أحد معاه علم عن الدراسه السمستر الجاي بتتغير اونلاين ولا لا؟,في الاجازة راح يعلنوا كيف الآليه.,"['semester', 'study format', 'online']",2024-12-30
Mechanical Engineering Attendance Criteria,Academic,كيف يمكن للطلاب تجديد الفيزه في حال الغياب؟,اذا كانت نسبه الحظور اقل من 80% في إحدى المواد قد يسبب لك مشاكل في تجديد الفيزه.,"['mechanical engineering', 'attendance', 'visa renewal']",2024-12-30
Course Materials for Irregular Classes,Academic,احد يعرف المواد تبع هندسة الميكاترونيكس غير المنتظم (Irregular)؟,تلاقيها في الهاند بوك تحت جدول مواد ال regular.,"['mechatronics', 'irregular classes', 'course materials']",2024-12-31
Digital Electronics Systems Review Session,Academic,هل يوجد مراجعة لDigital Electronics Systems؟,جلسة مراجعة يوم الاربعاء، 1st Jan الساعة: 7:30 مساء عبر الإنترنت.,"['Digital Electronics Systems', 'review session', 'online']",2024-12-31
University Vacation Days,Academic,بكرا اجازة صحيح؟,غير صحيح.,"['vacation', 'university', 'class schedule']",2024-12-31
