topic,category,question,answer,keywords,timestamp
Survey for Student Well-Being,Academic,ما هو رابط الاستبيان الخاص برفع الوعي بمستوى الرفاهية للطلاب؟,https://forms.gle/RBwQYjpBT7cY3dyRA ، إذا كان لديك أي أسئلة، يرجى التواصل مع السيدة سوك هوي عبر البريد الإلكتروني sookhuey5398@gmail.com.,"['استبيان', 'رفاهية الطلاب', 'جامعة']",2024-01-16
Certificate of Good Conduct Application,Visa/Immigration,كيف الواحد يطلع certificate of good conduct online؟,قدم من هنا https://ekonsular.kln.gov.my/home.,"['certificate', 'good conduct', 'طلب']",2024-01-17
Requirements for Visa Cancellation,Visa/Immigration,الاوراق المطلوبة لكانسل الفيزا و كم المدة اللي تاخذها؟,يجب التأكد من الأوراق المطلوبة من السفارة، وعادة تأخذ شهر تقريبا.,"['فيزا', 'إلغاء', 'متطلبات']",2024-01-16
MoneyGram Pickup Locations,Student Life,من وين اقدر استلم حوالات موني جرام؟,SMJ TERATAI SDN BHD (MONEY CHANGER & REMITTANCE) يمكن معرفة المزيد من خلال هذا الرابط: https://maps.app.goo.gl/nrBwSdhzjEgAfePw8.,"['موني جرام', 'استلام الحوالات', 'موقع']",2024-01-15
Requirements for Singapore Visa,Visa/Immigration,احد عنده فكرة عن متطلبات فيزة سنغافورة السياحية لليمنيين؟,تقدم عليها عبر مكاتب معتمدة من السفارة، تأخذ حوالي 3 أيام إلى أسبوع.,"['فيزا', 'سنغافورة', 'متطلبات']",2024-01-18
Transcripts Collection Process,Academic,الي قدموا على ال transcript من وين تستلموها؟,من مكتب ال AMD.,"['transcript', 'استلام', 'مكتب']",2024-01-15
Contact Information for Academic Office,Other,ممكن رقم روحاني academic office N28a؟,Bendahari-ukp@utm.my.,"['مكتب أكاديمي', 'رقم', 'تواصل']",2024-01-15
جواز السفر وتجديده,Visa/Immigration,كيف طريقة تجديد الجواز في السفارة او تمديده؟ وكم المدة التي تأخذها الإجراءات؟,تجديد الجواز لا يحتاج الذهاب للسفارة، يمكنك التواصل معهم عن طريق الرقم وإرسال المتطلبات، وسيعطونك رقم للتواصل لمعرفة حالة جوازك. للتمديد، يجب الذهاب بنفسك وسيعطونك ختم لمده سنتين. الإجراءات تأخذ حوالي أسبوعين.,"['جواز سفر', 'تجديد', 'إجراءات', 'تمديد']",2024-01-20
تجديد الفيزا,Visa/Immigration,كيف يتم الدفع لتجديد الفيزا وEMGS؟,يتم إعطاؤك رقم حساب لتحويل المبلغ مباشرة، وعليك رفع صورة من الإيصال بصيغة PDF. الرسوم الإدارية ستكون حوالي 110 رنجيت. المبلغ المحدد ستجده عندما تصل لمرحلة الدفع.,"['فيزا', 'تجديد', 'EMGS']",2024-01-23
قيادة السيارات داخل الجامعة,Student Life,لماذا يمنع طلاب السنة الأولى من قيادة السيارات داخل الجامعة؟,يمنع طلاب السنة الأولى من قيادة السيارات داخل الحرم الجامعي وفقًا لقواعد UTM. هذا التقييد مرتبط بتوجيهات محددة داخل الجامعة.,"['قيادة السيارات', 'السنة الأولى', 'قواعد الجامعة']",2024-01-22
اختبارات تقوية لكيمياء,Academic,هل هناك دروس تقوية لمادة الكيمياء لطُلاب السنة التأهيلية؟,نعم، سيتم تنظيم دروس تقوية لحضور مراجعة للاختبار النهائي لمادة كيمياء، المحاضر هو مهند الصبري، وستكون في 24/01/2024 في الساعة 2:00 مساءً في القاعة P19A BT4.,"['دروس تقوية', 'كيمياء', 'اختبار نهائي']",2024-01-22
الإجازة الجامعية,Academic,هل غدًا عطلة حسب التقويم الجامعي؟,نعم، غدًا عطلة حسب التقويم الجامعي.,"['عطلة', 'التقويم الجامعي']",2024-01-24
University Holiday Inquiry,Academic,هل بكره عطله؟,حسب التقويم الجامعي نعم في إجازة,"['holiday', 'university calendar']",2024-01-24
Academic Calendar Request,Academic,هل حد يرسل التقويم الجامعي للفصل هذا والجاي؟,ACADEMIC-CALENDAR-DEGREE-AND-POSTGRADUATE-2023-2024-1.pdf,"['academic calendar', 'academic year']",2024-01-24
Direct PhD Admission,Academic,هل صحيح ان طلاب البكالوريوس اذا جابوا GPA معين يقدروا يأخذوا الدكتوراه دايركت بدون الماجستير؟,نعم .. معدل CGPA فوق 3.67/4.00,"['PhD admission', 'GPA requirement']",2024-01-25
PhD Application Process,Academic,هل يوجد برزنتيشن أولي أو تقديم أولي للمشروع قبل الموافقة على إكمال الطالب للدكتوراه؟,نعم، هناك برزنتيشن أولي يتم بناءً عليه الموافقة على إكمال الطالب للدكتوراه.,"['PhD process', 'presentation']",2024-01-25
Visa Application for Saudi Arabia,Visa/Immigration,هل احد يعرف رقم او موقع المكتب الخاص بالتقديم على فيزا الزيارة للسعودية؟,هذا طلعت من عنده الفيزا مرتين,"['visa', 'Saudi Arabia']",2024-01-26
Visa Requirements for Indonesia,Visa/Immigration,هل من لديه معلومات عن الفيزا لإندونيسيا؟,فيزا سياحية شهرين قابلة للتمديد. التكلفة 7 أيام عمل 950 رنجت. مستعجل 3 أيام عمل 1150 رنجت.,"['Indonesia', 'visa', 'requirements']",2024-01-29
Electricity Engineering Graduation Ceremony,Academic,متى موعد حفل التخرج الجاي لطلاب الكهرباء؟,غالبا شهر 10 او 11,"['graduation', 'Electrical Engineering']",2024-01-29
Microprocessor Revision Classes,Academic,هل هناك دروس تقوية لمراجعة اختبار الميكروفروسسور؟,نعم، هناك درس تقوية يوم الخميس ، 01/02/2024 (أونلاين) على منصة Zoom.,"['microprocessor', 'revision classes']",2024-01-30
